Date,Time,Pressure,Temperature
2026-02-10,03:57:09,10.7017,8.293
2026-02-10,04:12:09,10.7034,8.271
2026-02-10,04:27:09,10.7032,8.266
2026-02-10,04:42:09,10.7028,8.220
2026-02-10,04:57:09,10.7037,8.202
2026-02-10,05:12:09,10.7043,8.215
2026-02-10,05:27:09,10.7051,8.259
2026-02-10,05:42:09,10.7055,8.265
2026-02-10,05:57:09,10.7100,8.282
2026-02-10,06:12:09,10.7097,8.296
2026-02-10,06:27:09,10.7114,8.294
2026-02-10,06:42:09,10.7135,8.289
2026-02-10,06:57:09,10.7158,8.288
2026-02-10,07:12:09,10.7181,8.281
2026-02-10,07:27:09,10.7226,8.264
2026-02-10,07:42:09,10.7249,8.238
2026-02-10,07:57:09,10.7276,8.252
2026-02-10,08:12:09,10.7294,8.234
2026-02-10,08:27:09,10.7296,8.181
2026-02-10,08:42:09,10.7296,8.227
2026-02-10,08:57:09,10.7302,8.232
2026-02-10,09:12:09,10.7317,8.205
2026-02-10,09:27:09,10.7323,8.192
2026-02-10,09:42:09,10.7332,8.220
2026-02-10,09:57:09,10.7331,8.206
2026-02-10,10:12:09,10.7350,8.277
2026-02-10,10:27:09,10.7361,8.334
2026-02-10,10:42:09,10.7365,8.311
2026-02-10,10:57:09,10.7391,8.288
2026-02-10,11:12:09,10.7441,8.277
2026-02-10,11:27:09,10.7466,8.289
2026-02-10,11:42:09,10.7454,8.265
2026-02-10,11:57:09,10.7447,8.212
2026-02-10,12:12:09,10.7454,8.241
2026-02-10,12:27:09,10.7459,8.248
2026-02-10,12:42:09,10.7472,8.293
2026-02-10,12:57:09,10.7465,8.291
2026-02-10,13:12:09,10.7466,8.291
2026-02-10,13:27:09,10.7473,8.290
2026-02-10,13:42:09,10.7473,8.270
2026-02-10,13:57:09,10.7488,8.283
2026-02-10,14:12:09,10.7488,8.275
2026-02-10,14:27:09,10.7490,8.237
2026-02-10,14:42:09,10.7493,8.199
2026-02-10,14:57:09,10.7529,8.208
2026-02-10,15:12:09,10.7527,8.177
2026-02-10,15:27:09,10.7549,8.239
2026-02-10,15:42:09,10.7546,8.240
2026-02-10,15:57:09,10.7549,8.194
2026-02-10,16:12:09,10.7567,8.215
2026-02-10,16:27:09,10.7607,8.211
2026-02-10,16:42:09,10.7663,8.256
2026-02-10,16:57:09,10.7697,8.281
2026-02-10,17:12:09,10.7718,8.286
2026-02-10,17:27:09,10.7720,8.286
2026-02-10,17:42:09,10.7712,8.254
2026-02-10,17:57:09,10.7707,8.196
2026-02-10,18:12:09,10.7719,8.246
2026-02-10,18:27:09,10.7735,8.292
2026-02-10,18:42:09,10.7750,8.288
2026-02-10,18:57:09,10.7750,8.297
2026-02-10,19:12:09,10.7758,8.286
2026-02-10,19:27:09,10.7759,8.264
2026-02-10,19:42:09,10.7845,8.228
2026-02-10,19:57:09,10.7876,8.276
2026-02-10,20:12:09,10.7885,8.293
2026-02-10,20:27:09,10.7890,8.278
2026-02-10,20:42:09,10.7959,8.290
2026-02-10,20:57:09,10.7967,8.299
2026-02-10,21:12:09,10.7962,8.288
2026-02-10,21:27:09,10.7962,8.286
2026-02-10,21:42:09,10.7950,8.227
2026-02-10,21:57:09,10.7953,8.194
2026-02-10,22:12:09,10.7954,8.226
2026-02-10,22:27:09,10.7944,8.195
2026-02-10,22:42:09,10.7954,8.200
2026-02-10,22:57:09,10.7945,8.235
2026-02-10,23:12:09,10.7944,8.189
2026-02-10,23:27:09,10.7954,8.216
2026-02-10,23:42:09,10.7960,8.225
2026-02-10,23:57:09,10.7960,8.195
2026-02-11,00:12:09,10.7962,8.204
2026-02-11,00:27:09,10.7972,8.252
2026-02-11,00:42:09,10.7972,8.258
2026-02-11,00:57:09,10.7975,8.270
2026-02-11,01:12:09,10.7974,8.274
2026-02-11,01:27:09,10.7981,8.272
2026-02-11,01:42:09,10.7977,8.259
2026-02-11,01:57:09,10.7983,8.253
2026-02-11,02:12:09,10.7986,8.196
2026-02-11,02:27:09,10.7992,8.180
2026-02-11,02:42:09,10.7992,8.232
2026-02-11,02:57:09,10.7979,8.187
2026-02-11,03:12:09,10.7989,8.200
2026-02-11,03:27:09,10.7996,8.241
2026-02-11,03:42:09,10.8007,8.258
2026-02-11,03:57:09,10.8076,8.253
2026-02-11,04:12:09,10.8078,8.234
2026-02-11,04:27:09,10.8098,8.211
2026-02-11,04:42:09,10.8115,8.251
2026-02-11,04:57:09,10.8130,8.268
2026-02-11,05:12:09,10.8111,8.265
2026-02-11,05:27:09,10.8084,8.287
2026-02-11,05:42:09,10.8087,8.251
2026-02-11,05:57:09,10.8083,8.206
2026-02-11,06:12:09,10.8095,8.240
2026-02-11,06:27:09,10.8106,8.213
2026-02-11,06:42:09,10.8114,8.184
2026-02-11,06:57:09,10.8134,8.241
2026-02-11,07:12:09,10.8150,8.214
2026-02-11,07:27:09,10.8149,8.267
2026-02-11,07:42:09,10.8154,8.248
2026-02-11,07:57:09,10.8145,8.191
2026-02-11,08:12:09,10.8154,8.228
2026-02-11,08:27:09,10.8164,8.264
2026-02-11,08:42:09,10.8165,8.254
2026-02-11,08:57:09,10.8181,8.249
2026-02-11,09:12:09,10.8195,8.297
2026-02-11,09:27:09,10.8189,8.267
2026-02-11,09:42:09,10.8177,8.250
2026-02-11,09:57:09,10.8185,8.204
2026-02-11,10:12:09,10.8191,8.245
2026-02-11,10:27:09,10.8195,8.255
2026-02-11,10:42:09,10.8201,8.261
2026-02-11,10:57:09,10.8210,8.264
2026-02-11,11:12:09,10.8195,8.270
2026-02-11,11:27:09,10.8182,8.253
2026-02-11,11:42:09,10.8172,8.192
2026-02-11,11:57:09,10.8161,8.177
2026-02-11,12:12:09,10.8149,8.190
2026-02-11,12:27:09,10.8134,8.240
2026-02-11,12:42:09,10.8117,8.252
2026-02-11,12:57:09,10.8104,8.255
2026-02-11,13:12:09,10.8110,8.255
2026-02-11,13:27:09,10.8089,8.264
2026-02-11,13:42:09,10.8083,8.251
2026-02-11,13:57:09,10.8083,8.217
2026-02-11,14:12:09,10.8067,8.188
2026-02-11,14:27:09,10.8071,8.176
2026-02-11,14:42:09,10.8061,8.183
2026-02-11,14:57:09,10.8044,8.152
2026-02-11,15:12:09,10.8045,8.188
2026-02-11,15:27:09,10.8040,8.262
2026-02-11,15:42:09,10.8032,8.283
2026-02-11,15:57:09,10.8025,8.276
2026-02-11,16:12:09,10.8022,8.274
2026-02-11,16:27:09,10.8031,8.272
2026-02-11,16:42:09,10.8031,8.278
2026-02-11,16:57:09,10.8042,8.269
2026-02-11,17:12:09,10.8045,8.272
2026-02-11,17:27:09,10.8043,8.230
2026-02-11,17:42:09,10.8033,8.200
2026-02-11,17:57:09,10.8043,8.188
2026-02-11,18:12:09,10.8044,8.204
2026-02-11,18:27:09,10.8034,8.182
2026-02-11,18:42:09,10.8019,8.157
2026-02-11,18:57:09,10.8021,8.220
2026-02-11,19:12:09,10.8017,8.169
2026-02-11,19:27:09,10.8020,8.151
2026-02-11,19:42:09,10.8026,8.189
2026-02-11,19:57:09,10.8022,8.223
2026-02-11,20:12:09,10.8020,8.222
2026-02-11,20:27:09,10.8021,8.204
2026-02-11,20:42:09,10.8020,8.199
2026-02-11,20:57:09,10.8043,8.202
2026-02-11,21:12:09,10.8053,8.229
2026-02-11,21:27:09,10.8055,8.245
2026-02-11,21:42:09,10.8060,8.251
2026-02-11,21:57:09,10.8066,8.233
2026-02-11,22:12:09,10.8062,8.179
2026-02-11,22:27:09,10.8058,8.170
2026-02-11,22:42:09,10.8048,8.164
2026-02-11,22:57:09,10.8042,8.225
2026-02-11,23:12:09,10.8032,8.236
2026-02-11,23:27:09,10.8025,8.231
2026-02-11,23:42:09,10.8023,8.203
2026-02-11,23:57:09,10.8029,8.168
2026-02-12,00:12:09,10.8021,8.178
2026-02-12,00:27:09,10.8015,8.176
2026-02-12,00:42:09,10.8014,8.213
2026-02-12,00:57:09,10.8010,8.228
2026-02-12,01:12:09,10.8003,8.275
2026-02-12,01:27:09,10.7997,8.278
2026-02-12,01:42:09,10.7999,8.294
2026-02-12,01:57:09,10.7994,8.276
2026-02-12,02:12:09,10.7991,8.267
2026-02-12,02:27:09,10.7982,8.263
2026-02-12,02:42:09,10.7973,8.269
2026-02-12,02:57:09,10.7956,8.265
2026-02-12,03:12:09,10.7939,8.259
2026-02-12,03:27:09,10.7924,8.287
2026-02-12,03:42:09,10.7911,8.264
2026-02-12,03:57:09,10.7928,8.240
2026-02-12,04:12:09,10.7916,8.179
2026-02-12,04:27:09,10.7920,8.178
2026-02-12,04:42:09,10.7915,8.198
2026-02-12,04:57:09,10.7922,8.190
2026-02-12,05:12:09,10.7909,8.194
2026-02-12,05:27:09,10.7905,8.174
2026-02-12,05:42:09,10.7911,8.188
2026-02-12,05:57:09,10.7906,8.248
2026-02-12,06:12:09,10.7902,8.228
2026-02-12,06:27:09,10.7895,8.191
2026-02-12,06:42:09,10.7902,8.174
2026-02-12,06:57:09,10.7906,8.240
2026-02-12,07:12:09,10.7914,8.224
2026-02-12,07:27:09,10.7931,8.226
2026-02-12,07:42:09,10.7944,8.258
2026-02-12,07:57:09,10.7949,8.251
2026-02-12,08:12:09,10.7948,8.278
2026-02-12,08:27:09,10.7951,8.293
2026-02-12,08:42:09,10.7955,8.278
2026-02-12,08:57:09,10.7946,8.268
2026-02-12,09:12:09,10.7946,8.256
2026-02-12,09:27:09,10.7945,8.236
2026-02-12,09:42:09,10.7951,8.220
2026-02-12,09:57:09,10.7961,8.194
2026-02-12,10:12:09,10.7966,8.174
2026-02-12,10:27:09,10.7961,8.200
2026-02-12,10:42:09,10.7943,8.200
2026-02-12,10:57:09,10.7946,8.209
2026-02-12,11:12:09,10.7932,8.143
2026-02-12,11:27:09,10.7932,8.148
2026-02-12,11:42:09,10.7908,8.221
2026-02-12,11:57:09,10.7887,8.222
2026-02-12,12:12:09,10.7863,8.218
2026-02-12,12:27:09,10.7839,8.172
2026-02-12,12:42:09,10.7822,8.211
2026-02-12,12:57:09,10.7794,8.181
2026-02-12,13:12:09,10.7781,8.210
2026-02-12,13:27:09,10.7766,8.221
2026-02-12,13:42:09,10.7749,8.229
2026-02-12,13:57:09,10.7733,8.227
2026-02-12,14:12:09,10.7728,8.242
2026-02-12,14:27:09,10.7716,8.250
2026-02-12,14:42:09,10.7709,8.228
2026-02-12,14:57:09,10.7720,8.244
2026-02-12,15:12:09,10.7720,8.210
2026-02-12,15:27:09,10.7722,8.174
2026-02-12,15:42:09,10.7710,8.141
2026-02-12,15:57:09,10.7722,8.247
2026-02-12,16:12:09,10.7709,8.251
2026-02-12,16:27:09,10.7701,8.234
2026-02-12,16:42:09,10.7716,8.236
2026-02-12,16:57:09,10.7724,8.244
2026-02-12,17:12:09,10.7733,8.303
2026-02-12,17:27:09,10.7735,8.253
2026-02-12,17:42:09,10.7756,8.255
2026-02-12,17:57:09,10.7753,8.210
2026-02-12,18:12:09,10.7759,8.173
2026-02-12,18:27:09,10.7752,8.182
2026-02-12,18:42:09,10.7762,8.157
2026-02-12,18:57:09,10.7768,8.177
2026-02-12,19:12:09,10.7769,8.173
2026-02-12,19:27:09,10.7778,8.171
2026-02-12,19:42:09,10.7746,8.199
2026-02-12,19:57:09,10.7741,8.267
2026-02-12,20:12:09,10.7736,8.173
2026-02-12,20:27:09,10.7750,8.153
2026-02-12,20:42:09,10.7749,8.186
2026-02-12,20:57:09,10.7763,8.170
2026-02-12,21:12:09,10.7773,8.138
2026-02-12,21:27:09,10.7772,8.118
2026-02-12,21:42:09,10.7764,8.177
2026-02-12,21:57:09,10.7765,8.190
2026-02-12,22:12:09,10.7758,8.155
2026-02-12,22:27:09,10.7753,8.132
2026-02-12,22:42:09,10.7747,8.151
2026-02-12,22:57:09,10.7736,8.131
2026-02-12,23:12:09,10.7729,8.163
2026-02-12,23:27:09,10.7703,8.158
2026-02-12,23:42:09,10.7699,8.182
2026-02-12,23:57:09,10.7708,8.199
2026-02-13,00:12:09,10.7716,8.223
2026-02-13,00:27:09,10.7713,8.260
2026-02-13,00:42:09,10.7712,8.246
2026-02-13,00:57:09,10.7691,8.232
2026-02-13,01:12:09,10.7688,8.188
2026-02-13,01:27:09,10.7681,8.187
2026-02-13,01:42:09,10.7679,8.178
2026-02-13,01:57:09,10.7681,8.193
2026-02-13,02:12:09,10.7671,8.157
2026-02-13,02:27:09,10.7654,8.168
2026-02-13,02:42:09,10.7633,8.141
2026-02-13,02:57:09,10.7616,8.117
2026-02-13,03:12:09,10.7606,8.151
2026-02-13,03:27:09,10.7593,8.221
2026-02-13,03:42:09,10.7580,8.247
2026-02-13,03:57:09,10.7551,8.249
2026-02-13,04:12:09,10.7539,8.235
2026-02-13,04:27:09,10.7534,8.240
2026-02-13,04:42:09,10.7521,8.243
2026-02-13,04:57:09,10.7528,8.241
2026-02-13,05:12:09,10.7526,8.256
2026-02-13,05:27:09,10.7524,8.235
2026-02-13,05:42:09,10.7542,8.251
2026-02-13,05:57:09,10.7549,8.239
2026-02-13,06:12:09,10.7558,8.181
2026-02-13,06:27:09,10.7569,8.201
2026-02-13,06:42:09,10.7573,8.171
2026-02-13,06:57:09,10.7564,8.142
2026-02-13,07:12:09,10.7562,8.154
2026-02-13,07:27:09,10.7552,8.151
2026-02-13,07:42:09,10.7550,8.158
2026-02-13,07:57:09,10.7550,8.166
2026-02-13,08:12:09,10.7571,8.161
2026-02-13,08:27:09,10.7577,8.167
2026-02-13,08:42:09,10.7565,8.220
2026-02-13,08:57:09,10.7567,8.221
2026-02-13,09:12:09,10.7561,8.238
2026-02-13,09:27:09,10.7552,8.239
2026-02-13,09:42:09,10.7570,8.233
2026-02-13,09:57:09,10.7568,8.237
2026-02-13,10:12:09,10.7562,8.217
2026-02-13,10:27:09,10.7557,8.224
2026-02-13,10:42:09,10.7555,8.184
2026-02-13,10:57:09,10.7553,8.166
2026-02-13,11:12:09,10.7548,8.162
2026-02-13,11:27:09,10.7540,8.224
2026-02-13,11:42:09,10.7533,8.226
2026-02-13,11:57:09,10.7514,8.246
2026-02-13,12:12:09,10.7504,8.251
2026-02-13,12:27:09,10.7486,8.264
2026-02-13,12:42:09,10.7473,8.254
2026-02-13,12:57:09,10.7463,8.225
2026-02-13,13:12:09,10.7448,8.227
2026-02-13,13:27:09,10.7431,8.218
2026-02-13,13:42:09,10.7408,8.166
2026-02-13,13:57:09,10.7406,8.172
2026-02-13,14:12:09,10.7409,8.155
2026-02-13,14:27:09,10.7420,8.227
2026-02-13,14:42:09,10.7431,8.236
2026-02-13,14:57:09,10.7434,8.219
2026-02-13,15:12:09,10.7437,8.206
2026-02-13,15:27:09,10.7443,8.187
2026-02-13,15:42:09,10.7453,8.194
2026-02-13,15:57:09,10.7451,8.145
2026-02-13,16:12:09,10.7456,8.144
2026-02-13,16:27:09,10.7456,8.162
2026-02-13,16:42:09,10.7451,8.183
2026-02-13,16:57:09,10.7441,8.184
2026-02-13,17:12:09,10.7441,8.156
2026-02-13,17:27:09,10.7441,8.140
2026-02-13,17:42:09,10.7442,8.130
2026-02-13,17:57:09,10.7440,8.152
2026-02-13,18:12:09,10.7432,8.152
2026-02-13,18:27:09,10.7426,8.169
2026-02-13,18:42:09,10.7423,8.177
2026-02-13,18:57:09,10.7423,8.142
2026-02-13,19:12:09,10.7425,8.185
2026-02-13,19:27:09,10.7433,8.150
2026-02-13,19:42:09,10.7433,8.162
2026-02-13,19:57:09,10.7443,8.206
2026-02-13,20:12:09,10.7449,8.191
2026-02-13,20:27:09,10.7450,8.135
2026-02-13,20:42:09,10.7461,8.094
2026-02-13,20:57:09,10.7463,8.221
2026-02-13,21:12:09,10.7463,8.203
2026-02-13,21:27:09,10.7467,8.159
2026-02-13,21:42:09,10.7466,8.170
2026-02-13,21:57:09,10.7475,8.133
2026-02-13,22:12:09,10.7460,8.126
2026-02-13,22:27:09,10.7462,8.136
2026-02-13,22:42:09,10.7454,8.142
2026-02-13,22:57:09,10.7460,8.183
2026-02-13,23:12:09,10.7470,8.179
2026-02-13,23:27:09,10.7455,8.188
2026-02-13,23:42:09,10.7437,8.165
2026-02-13,23:57:09,10.7432,8.195
2026-02-14,00:12:09,10.7417,8.223
2026-02-14,00:27:09,10.7404,8.226
2026-02-14,00:42:09,10.7399,8.231
2026-02-14,00:57:09,10.7381,8.223
2026-02-14,01:12:09,10.7367,8.219
2026-02-14,01:27:09,10.7363,8.217
2026-02-14,01:42:09,10.7363,8.213
2026-02-14,01:57:09,10.7355,8.212
2026-02-14,02:12:09,10.7339,8.230
2026-02-14,02:27:09,10.7315,8.206
2026-02-14,02:42:09,10.7294,8.168
2026-02-14,02:57:09,10.7255,8.145
2026-02-14,03:12:09,10.7241,8.189
2026-02-14,03:27:09,10.7226,8.223
2026-02-14,03:42:09,10.7190,8.225
2026-02-14,03:57:09,10.7179,8.206
2026-02-14,04:12:09,10.7168,8.180
2026-02-14,04:27:09,10.7169,8.199
2026-02-14,04:42:09,10.7171,8.210
2026-02-14,04:57:09,10.7157,8.168
2026-02-14,05:12:09,10.7151,8.183
2026-02-14,05:27:09,10.7148,8.171
2026-02-14,05:42:09,10.7149,8.135
2026-02-14,05:57:09,10.7145,8.161
2026-02-14,06:12:09,10.7137,8.142
2026-02-14,06:27:09,10.7132,8.138
2026-02-14,06:42:09,10.7135,8.161
2026-02-14,06:57:09,10.7140,8.153
2026-02-14,07:12:09,10.7143,8.154
2026-02-14,07:27:09,10.7144,8.163
2026-02-14,07:42:09,10.7149,8.161
2026-02-14,07:57:09,10.7149,8.104
2026-02-14,08:12:09,10.7143,8.132
2026-02-14,08:27:09,10.7145,8.165
2026-02-14,08:42:09,10.7145,8.204
2026-02-14,08:57:09,10.7128,8.133
2026-02-14,09:12:09,10.7120,8.106
2026-02-14,09:27:09,10.7131,8.161
2026-02-14,09:42:09,10.7143,8.213
2026-02-14,09:57:09,10.7137,8.225
2026-02-14,10:12:09,10.7121,8.231
2026-02-14,10:27:09,10.7120,8.253
2026-02-14,10:42:09,10.7103,8.201
2026-02-14,10:57:09,10.7106,8.257
2026-02-14,11:12:09,10.7090,8.214
2026-02-14,11:27:09,10.7079,8.187
2026-02-14,11:42:09,10.7077,8.196
2026-02-14,11:57:09,10.7068,8.207
2026-02-14,12:12:09,10.7057,8.204
2026-02-14,12:27:09,10.7047,8.204
2026-02-14,12:42:09,10.7046,8.214
2026-02-14,12:57:09,10.7042,8.250
2026-02-14,13:12:09,10.7021,8.242
2026-02-14,13:27:09,10.7013,8.224
2026-02-14,13:42:09,10.6999,8.161
2026-02-14,13:57:09,10.6990,8.163
2026-02-14,14:12:09,10.6997,8.154
2026-02-14,14:27:09,10.6990,8.116
2026-02-14,14:42:09,10.7005,8.115
2026-02-14,14:57:09,10.7013,8.163
2026-02-14,15:12:09,10.7014,8.150
2026-02-14,15:27:09,10.7034,8.195
2026-02-14,15:42:09,10.7043,8.206
2026-02-14,15:57:09,10.7052,8.200
2026-02-14,16:12:09,10.7044,8.172
2026-02-14,16:27:09,10.7050,8.159
2026-02-14,16:42:09,10.7057,8.183
2026-02-14,16:57:09,10.7058,8.199
2026-02-14,17:12:09,10.7068,8.227
2026-02-14,17:27:09,10.7062,8.189
2026-02-14,17:42:09,10.7057,8.176
2026-02-14,17:57:09,10.7051,8.130
2026-02-14,18:12:09,10.7053,8.128
2026-02-14,18:27:09,10.7051,8.144
2026-02-14,18:42:09,10.7057,8.110
2026-02-14,18:57:09,10.7072,8.170
2026-02-14,19:12:09,10.7083,8.197
2026-02-14,19:27:09,10.7089,8.243
2026-02-14,19:42:09,10.7078,8.221
2026-02-14,19:57:09,10.7072,8.220
2026-02-14,20:12:09,10.7071,8.223
2026-02-14,20:27:09,10.7059,8.208
2026-02-14,20:42:09,10.7062,8.177
2026-02-14,20:57:09,10.7051,8.102
2026-02-14,21:12:09,10.7055,8.142
2026-02-14,21:27:09,10.7051,8.120
2026-02-14,21:42:09,10.7036,8.129
2026-02-14,21:57:09,10.7082,8.127
2026-02-14,22:12:09,10.7102,8.140
2026-02-14,22:27:09,10.7101,8.175
2026-02-14,22:42:09,10.7115,8.143
2026-02-14,22:57:09,10.7120,8.136
2026-02-14,23:12:09,10.7117,8.137
2026-02-14,23:27:09,10.7111,8.155
2026-02-14,23:42:09,10.7113,8.216
2026-02-14,23:57:09,10.7091,8.177
2026-02-15,00:12:09,10.7098,8.150
2026-02-15,00:27:09,10.7100,8.181
2026-02-15,00:42:09,10.7124,8.134
2026-02-15,00:57:09,10.7114,8.136
2026-02-15,01:12:09,10.7124,8.147
2026-02-15,01:27:09,10.7123,8.131
2026-02-15,01:42:09,10.7098,8.148
2026-02-15,01:57:09,10.7107,8.190
2026-02-15,02:12:09,10.7082,8.182
2026-02-15,02:27:09,10.7094,8.201
2026-02-15,02:42:09,10.7117,8.235
2026-02-15,02:57:09,10.7113,8.233
2026-02-15,03:12:09,10.7102,8.216
2026-02-15,03:27:09,10.7104,8.219
2026-02-15,03:42:09,10.7115,8.222
2026-02-15,03:57:09,10.7112,8.200
2026-02-15,04:12:09,10.7097,8.190
2026-02-15,04:27:09,10.7116,8.152
2026-02-15,04:42:09,10.7137,8.161
2026-02-15,04:57:09,10.7125,8.182
2026-02-15,05:12:09,10.7122,8.199
2026-02-15,05:27:09,10.7125,8.171
2026-02-15,05:42:09,10.7120,8.150
2026-02-15,05:57:09,10.7136,8.184
2026-02-15,06:12:09,10.7148,8.202
2026-02-15,06:27:09,10.7160,8.203
2026-02-15,06:42:09,10.7164,8.227
2026-02-15,06:57:09,10.7160,8.231
2026-02-15,07:12:09,10.7160,8.221
2026-02-15,07:27:09,10.7179,8.255
2026-02-15,07:42:09,10.7196,8.240
2026-02-15,07:57:09,10.7195,8.222
2026-02-15,08:12:09,10.7207,8.221
2026-02-15,08:27:09,10.7194,8.213
2026-02-15,08:42:09,10.7208,8.221
2026-02-15,08:57:09,10.7193,8.147
2026-02-15,09:12:09,10.7181,8.115
2026-02-15,09:27:09,10.7197,8.192
2026-02-15,09:42:09,10.7186,8.182
2026-02-15,09:57:09,10.7183,8.163
2026-02-15,10:12:09,10.7183,8.132
2026-02-15,10:27:09,10.7182,8.134
2026-02-15,10:42:09,10.7177,8.195
2026-02-15,10:57:09,10.7174,8.208
2026-02-15,11:12:09,10.7175,8.226
2026-02-15,11:27:09,10.7165,8.229
2026-02-15,11:42:09,10.7148,8.182
2026-02-15,11:57:09,10.7131,8.133
2026-02-15,12:12:09,10.7107,8.112
2026-02-15,12:27:09,10.7082,8.134
2026-02-15,12:42:09,10.7063,8.134
2026-02-15,12:57:09,10.7055,8.120
2026-02-15,13:12:09,10.7045,8.129
2026-02-15,13:27:09,10.7034,8.155
2026-02-15,13:42:09,10.7022,8.121
2026-02-15,13:57:09,10.7017,8.177
2026-02-15,14:12:09,10.7008,8.134
2026-02-15,14:27:09,10.7004,8.093
2026-02-15,14:42:09,10.7001,8.081
2026-02-15,14:57:09,10.7013,8.129
2026-02-15,15:12:09,10.7026,8.138
2026-02-15,15:27:09,10.7033,8.168
2026-02-15,15:42:09,10.7039,8.200
2026-02-15,15:57:09,10.7041,8.202
2026-02-15,16:12:09,10.7039,8.214
2026-02-15,16:27:09,10.7041,8.221
2026-02-15,16:42:09,10.7034,8.197
2026-02-15,16:57:09,10.7030,8.125
2026-02-15,17:12:09,10.7022,8.147
2026-02-15,17:27:09,10.7015,8.108
2026-02-15,17:42:09,10.7021,8.168
2026-02-15,17:57:09,10.7018,8.190
2026-02-15,18:12:09,10.7014,8.196
2026-02-15,18:27:09,10.7009,8.143
2026-02-15,18:42:09,10.7006,8.127
2026-02-15,18:57:09,10.6982,8.165
2026-02-15,19:12:09,10.6971,8.207
2026-02-15,19:27:09,10.6979,8.217
2026-02-15,19:42:09,10.6965,8.205
2026-02-15,19:57:09,10.6970,8.209
2026-02-15,20:12:09,10.6974,8.188
2026-02-15,20:27:09,10.6972,8.185
2026-02-15,20:42:09,10.6970,8.166
2026-02-15,20:57:09,10.6941,8.151
2026-02-15,21:12:09,10.6915,8.159
2026-02-15,21:27:09,10.6873,8.101
2026-02-15,21:42:09,10.6830,8.124
2026-02-15,21:57:09,10.6811,8.127
2026-02-15,22:12:09,10.6804,8.184
2026-02-15,22:27:09,10.6785,8.150
2026-02-15,22:42:09,10.6771,8.141
2026-02-15,22:57:09,10.6754,8.125
2026-02-15,23:12:09,10.6748,8.167
2026-02-15,23:27:09,10.6722,8.114
2026-02-15,23:42:09,10.6723,8.153
2026-02-15,23:57:09,10.6720,8.188
2026-02-16,00:12:09,10.6714,8.212
2026-02-16,00:27:09,10.6706,8.211
2026-02-16,00:42:09,10.6680,8.211
2026-02-16,00:57:09,10.6643,8.193
2026-02-16,01:12:09,10.6618,8.206
2026-02-16,01:27:09,10.6612,8.235
2026-02-16,01:42:09,10.6604,8.216
2026-02-16,01:57:09,10.6595,8.200
2026-02-16,02:12:09,10.6577,8.181
2026-02-16,02:27:09,10.6569,8.215
2026-02-16,02:42:09,10.6562,8.214
2026-02-16,02:57:09,10.6550,8.156
2026-02-16,03:12:09,10.6534,8.105
2026-02-16,03:27:09,10.6538,8.116
2026-02-16,03:42:09,10.6552,8.134
2026-02-16,03:57:09,10.6555,8.145
2026-02-16,04:12:09,10.6551,8.116
2026-02-16,04:27:09,10.6581,8.127
2026-02-16,04:42:09,10.6592,8.131
2026-02-16,04:57:09,10.6606,8.100
2026-02-16,05:12:09,10.6641,8.194
2026-02-16,05:27:09,10.6655,8.187
2026-02-16,05:42:09,10.6662,8.195
2026-02-16,05:57:09,10.6692,8.188
2026-02-16,06:12:09,10.6703,8.182
2026-02-16,06:27:09,10.6718,8.211
2026-02-16,06:42:09,10.6716,8.207
2026-02-16,06:57:09,10.6725,8.202
2026-02-16,07:12:09,10.6740,8.192
2026-02-16,07:27:09,10.6757,8.192
2026-02-16,07:42:09,10.6755,8.162
2026-02-16,07:57:09,10.6749,8.082
2026-02-16,08:12:09,10.6770,8.140
2026-02-16,08:27:09,10.6765,8.104
2026-02-16,08:42:09,10.6787,8.166
2026-02-16,08:57:09,10.6785,8.110
2026-02-16,09:12:09,10.6844,8.129
2026-02-16,09:27:09,10.6869,8.094
2026-02-16,09:42:09,10.6870,8.130
2026-02-16,09:57:09,10.6867,8.147
2026-02-16,10:12:09,10.6875,8.120
2026-02-16,10:27:09,10.6910,8.175
2026-02-16,10:42:09,10.6929,8.151
2026-02-16,10:57:09,10.6950,8.141
2026-02-16,11:12:09,10.6959,8.172
2026-02-16,11:27:09,10.6966,8.153
2026-02-16,11:42:09,10.6973,8.127
2026-02-16,11:57:09,10.6968,8.130
2026-02-16,12:12:09,10.6951,8.183
2026-02-16,12:27:09,10.6958,8.199
2026-02-16,12:42:09,10.6954,8.195
2026-02-16,12:57:09,10.6952,8.176
2026-02-16,13:12:09,10.6943,8.170
2026-02-16,13:27:09,10.6944,8.120
2026-02-16,13:42:09,10.6953,8.135
2026-02-16,13:57:09,10.6970,8.115
2026-02-16,14:12:09,10.6980,8.119
2026-02-16,14:27:09,10.6991,8.174
2026-02-16,14:42:09,10.7004,8.141
2026-02-16,14:57:09,10.7011,8.172
2026-02-16,15:12:09,10.7032,8.202
2026-02-16,15:27:09,10.7043,8.185
2026-02-16,15:42:09,10.7054,8.164
2026-02-16,15:57:09,10.7059,8.209
2026-02-16,16:12:09,10.7079,8.223
2026-02-16,16:27:09,10.7096,8.211
2026-02-16,16:42:09,10.7113,8.170
2026-02-16,16:57:09,10.7129,8.085
2026-02-16,17:12:09,10.7134,8.111
2026-02-16,17:27:09,10.7149,8.153
2026-02-16,17:42:09,10.7156,8.197
2026-02-16,17:57:09,10.7157,8.195
2026-02-16,18:12:09,10.7179,8.172
2026-02-16,18:27:09,10.7183,8.155
