Date,Precipitation (inches),Snowfall (inches),Snow depth (inches),Maximum Fahrenheit Teperature,Minimum Fahrenheit Teperature ,Mean Fahrenheit Teperature,Mean  Celcius Teperature,,,,,count,717,706,693,627,616,597
7/5/2025,0.09,0,0,92,70,81,27.22222222,,,,,,,,,,,
7/6/2025,0.86,0,0,83,70,76.5,24.72222222,,,,,,,,,,,
7/7/2025,0,0,0,85,65,75,23.88888889,,,,,,,,,,,
7/8/2025,0.37,0,0,85,63,74,23.33333333,,,,,,,,,,,
7/9/2025,0,0,0,83,63,73,22.77777778,,,,,,,,,,,
7/10/2025,0,0,0,84,,,,,,,,,,,,,,
7/11/2025,0,0,0,81,66,73.5,23.05555556,,,,,,,,,,,
7/12/2025,0,0,0,83,70,76.5,24.72222222,,,,,,,,,,,
7/13/2025,0,0,0,79,62,70.5,21.38888889,,,,,,,,,,,
7/14/2025,0,0,0,86,62,74,23.33333333,,,,,,,,,,,
7/15/2025,0,0,0,89,70,79.5,26.38888889,,,,,,,,,,,
7/16/2025,0.84,0,0,89,71,80,26.66666667,,,,,,,,,,,
7/17/2025,0.63,0,0,71,53,62,16.66666667,,,,,,,,,,,
7/18/2025,0,0,0,73,53,63,17.22222222,,,,,,,,,,,
7/19/2025,0.08,0,0,75,58,66.5,19.16666667,,,,,,,,,,,
7/20/2025,0,0,0,81,,,,,,,,,,,,,,
7/21/2025,0,0,0,82,57,69.5,20.83333333,,,,,,,,,,,
7/22/2025,0.27,0,0,80,63,71.5,21.94444444,,,,,,,,,,,
7/23/2025,0,0,0,89,76,82.5,28.05555556,,,,,,,,,,,
7/24/2025,1.41,0,0,82,71,76.5,24.72222222,,,,,,,,,,,
7/25/2025,0,0,0,87,68,77.5,25.27777778,,,,,,,,,,,
7/26/2025,0,0,0,85,67,76,24.44444444,,,,,,,,,,,
7/27/2025,0,0,0,89,70,79.5,26.38888889,,,,,,,,,,,
7/28/2025,0.52,0,0,92,69,80.5,26.94444444,,,,,,,,,,,
7/29/2025,0.65,0,0,88,66,77,25,,,,,,,,,,,
7/30/2025,0,0,0,85,66,75.5,24.16666667,,,,,,,,,,,
7/31/2025,0,0,0,82,61,71.5,21.94444444,,,,,,,,,,,
8/1/2025,0,0,0,77,59,68,20,,,,,,,,,,,
8/2/2025,0,0,0,78,61,69.5,20.83333333,,,,,,,,,,,
8/3/2025,0,0,0,78,59,68.5,20.27777778,,,,,,,,,,,
8/4/2025,0,0,0,77,62,69.5,20.83333333,,,,,,,,,,,
8/5/2025,0,0,0,78,63,70.5,21.38888889,,,,,,,,,,,
8/6/2025,0,0,0,81,63,72,22.22222222,,,,,,,,,,,
8/7/2025,0.01,0,0,81,69,75,23.88888889,,,,,,,,,,,
8/8/2025,0,0,0,85,70,77.5,25.27777778,,,,,,,,,,,
8/9/2025,0.11,0,0,89,71,80,26.66666667,,,,,,,,,,,
8/10/2025,0.41,0,0,81,68,74.5,23.61111111,,,,,,,,,,,
8/11/2025,0,0,0,82,66,74,23.33333333,,,,,,,,,,,
8/12/2025,0,0,0,79,63,71,21.66666667,,,,,,,,,,,
8/13/2025,0,0,0,82,62,72,22.22222222,,,,,,,,,,,
8/14/2025,0,0,0,81,61,71,21.66666667,,,,,,,,,,,
8/15/2025,0.03,0,0,78,67,72.5,22.5,,,,,,,,,,,
8/16/2025,2.51,T,0,87,68,77.5,25.27777778,,,,,,,,,,,
8/17/2025,0.59,0,0,87,68,77.5,25.27777778,,,,,,,,,,,
8/18/2025,0.85,0,0,80,69,74.5,23.61111111,,,,,,,,,,,
8/19/2025,0.11,0,0,80,69,74.5,23.61111111,,,,,,,,,,,
8/20/2025,0,0,0,88,69,78.5,25.83333333,,,,,,,,,,,
8/21/2025,0,0,0,84,67,75.5,24.16666667,,,,,,,,,,,
8/22/2025,0,0,0,83,67,75,23.88888889,,,,,,,,,,,
8/23/2025,0.02,0,0,78,66,72,22.22222222,,,,,,,,,,,
8/24/2025,0,0,0,69,60,64.5,18.05555556,,,,,,,,,,,
8/25/2025,0,0,0,67,56,61.5,16.38888889,,,,,,,,,,,
8/26/2025,0,0,0,71,53,62,16.66666667,,,,,,,,,,,
8/27/2025,0,0,0,76,55,65.5,18.61111111,,,,,,,,,,,
8/28/2025,0,0,0,78,55,66.5,19.16666667,,,,,,,,,,,
8/29/2025,0.23,0,0,80,60,70,21.11111111,,,,,,,,,,,
8/30/2025,0,0,0,76,59,67.5,19.72222222,,,,,,,,,,,
8/31/2025,0,0,0,77,57,67,19.44444444,,,,,,,,,,,
9/1/2025,0,0,0,77,56,66.5,19.16666667,,,,,,,,,,,
9/2/2025,0,0,0,78,59,68.5,20.27777778,,,,,,,,,,,
9/3/2025,0.36,0,0,76,58,67,19.44444444,,,,,,,,,,,
9/4/2025,0,0,0,63,47,55,12.77777778,,,,,,,,,,,
9/5/2025,0.41,0,0,61,45,53,11.66666667,,,,,,,,,,,
9/6/2025,0,0,0,59,47,53,11.66666667,,,,,,,,,,,
9/7/2025,0.16,0,0,61,47,54,12.22222222,,,,,,,,,,,
9/8/2025,0,0,0,65,46,55.5,13.05555556,,,,,,,,,,,
9/9/2025,0,0,0,77,51,64,17.77777778,,,,,,,,,,,
9/10/2025,0.42,0,0,68,60,64,17.77777778,,,,,,,,,,,
9/11/2025,0,0,0,76,57,66.5,19.16666667,,,,,,,,,,,
9/12/2025,0,0,0,76,57,66.5,19.16666667,,,,,,,,,,,
9/13/2025,0.09,0,0,82,63,72.5,22.5,,,,,,,,,,,
9/14/2025,0,0,0,,67,,,,,,,,,,,,,
9/15/2025,0,0,0,85,69,77,25,,,,,,,,,,,
9/16/2025,,0,0,80,69,74.5,23.61111111,,,,,,,,,,,
9/17/2025,0,0,0,92,66,79,26.11111111,,,,,,,,,,,
9/18/2025,0,0,0,84,65,74.5,23.61111111,,,,,,,,,,,
9/19/2025,0.2,0,0,83,66,74.5,23.61111111,,,,,,,,,,,
9/20/2025,0.82,0,0,75,62,68.5,20.27777778,,,,,,,,,,,
9/21/2025,0,0,0,75,61,68,20,,,,,,,,,,,
9/22/2025,2.85,0,0,79,60,69.5,20.83333333,,,,,,,,,,,
9/23/2025,0.1,0,0,75,59,67,19.44444444,,,,,,,,,,,
9/24/2025,0,0,0,75,59,67,19.44444444,,,,,,,,,,,
9/25/2025,0,0,0,77,56,66.5,19.16666667,,,,,,,,,,,
9/26/2025,0,0,0,81,55,68,20,,,,,,,,,,,
9/27/2025,0,0,0,79,59,69,20.55555556,,,,,,,,,,,
9/28/2025,0,0,0,75,50,62.5,16.94444444,,,,,,,,,,,
9/29/2025,0,0,0,79,49,64,17.77777778,,,,,,,,,,,
9/30/2025,0,0,0,86,57,71.5,21.94444444,,,,,,,,,,,
10/1/2025,0,0,0,82,65,73.5,23.05555556,,,,,,,,,,,
10/2/2025,0,0,0,78,65,71.5,21.94444444,,,,,,,,,,,
10/3/2025,0,0,0,87,63,75,23.88888889,,,,,,,,,,,
10/4/2025,0,0,0,90,62,76,24.44444444,,,,,,,,,,,
10/5/2025,0,0,0,,60,,,,,,,,,,,,,
10/6/2025,0.15,0,0,76,53,64.5,18.05555556,,,,,,,,,,,
10/7/2025,0,0,0,59,45,52,11.11111111,,,,,,,,,,,
10/8/2025,0,0,0,65,39,52,11.11111111,,,,,,,,,,,
10/9/2025,0,0,0,62,39,50.5,10.27777778,,,,,,,,,,,
10/10/2025,0.01,0,0,70,47,58.5,14.72222222,,,,,,,,,,,
10/11/2025,0,0,0,69,42,55.5,13.05555556,,,,,,,,,,,
10/12/2025,0,0,0,66,40,53,11.66666667,,,,,,,,,,,
10/13/2025,0.11,0,0,68,48,58,14.44444444,,,,,,,,,,,
10/14/2025,0,0,0,63,48,55.5,13.05555556,,,,,,,,,,,
10/15/2025,0.51,0,0,51,47,49,9.444444444,,,,,,,,,,,
10/16/2025,0.15,0,0,55,47,51,10.55555556,,,,,,,,,,,
10/17/2025,0.15,0,0,64,55,59.5,15.27777778,,,,,,,,,,,
10/18/2025,0,0,0,74,49,61.5,16.38888889,,,,,,,,,,,
10/19/2025,0.02,0,0,63,46,54.5,12.5,,,,,,,,,,,
10/20/2025,0,0,0,59,41,50,10,,,,,,,,,,,
10/21/2025,0.08,0,0,64,41,52.5,11.38888889,,,,,,,,,,,
10/22/2025,0.15,0,0,46,43,44.5,6.944444444,,,,,,,,,,,
10/23/2025,0,0,0,48,38,43,6.111111111,,,,,,,,,,,
10/24/2025,0,0,0,51,31,41,5,,,,,,,,,,,
10/25/2025,0.02,0,0,56,30,43,6.111111111,,,,,,,,,,,
10/26/2025,0.07,0,0,52,44,48,8.888888889,,,,,,,,,,,
10/27/2025,0,0,0,62,45,53.5,11.94444444,,,,,,,,,,,
10/28/2025,0,0,0,59,44,51.5,10.83333333,,,,,,,,,,,
10/29/2025,0.01,0,0,55,45,50,10,,,,,,,,,,,
10/30/2025,0,0,0,55,36,45.5,7.5,,,,,,,,,,,
10/31/2025,0.03,0,0,48,35,41.5,5.277777778,,,,,,,,,,,
11/1/2025,0.1,0,0,43,39,41,5,,,,,,,,,,,
11/2/2025,0,0,0,46,37,41.5,5.277777778,,,,,,,,,,,
11/3/2025,0,0,0,52,38,45,7.222222222,,,,,,,,,,,
11/4/2025,0,0,0,57,40,48.5,9.166666667,,,,,,,,,,,
11/5/2025,0,0,0,62,39,50.5,10.27777778,,,,,,,,,,,
11/6/2025,0,0,0,55,35,45,7.222222222,,,,,,,,,,,
11/7/2025,0,0,0,54,35,44.5,6.944444444,,,,,,,,,,,
11/8/2025,0,0,0,44,33,38.5,3.611111111,,,,,,,,,,,
11/9/2025,0,0,0,38,24,31,-0.555555556,,,,,,,,,,,
11/10/2025,0,0,0,28,23,25.5,-3.611111111,,,,,,,,,,,
11/11/2025,0,0,0,35,22,28.5,-1.944444444,,,,,,,,,,,
11/12/2025,0,0,0,51,30,40.5,4.722222222,,,,,,,,,,,
11/13/2025,0,0,0,53,29,41,5,,,,,,,,,,,
11/14/2025,0,0,0,54,29,41.5,5.277777778,,,,,,,,,,,
11/15/2025,0,0,0,73,36,54.5,12.5,,,,,,,,,,,
11/16/2025,0,0,0,56,34,45,7.222222222,,,,,,,,,,,
11/17/2025,0,0,0,46,28,37,2.777777778,,,,,,,,,,,
11/18/2025,0,0,0,46,28,37,2.777777778,,,,,,,,,,,
11/19/2025,0,0,0,42,34,38,3.333333333,,,,,,,,,,,
11/20/2025,0,0,0,43,38,40.5,4.722222222,,,,,,,,,,,
11/21/2025,0,0,0,47,28,37.5,3.055555556,,,,,,,,,,,
11/22/2025,0,0,0,47,27,37,2.777777778,,,,,,,,,,,
11/23/2025,0,0,0,52,32,42,5.555555556,,,,,,,,,,,
11/24/2025,0,0,0,56,31,43.5,6.388888889,,,,,,,,,,,
11/25/2025,0.2,0,0,49,39,44,6.666666667,,,,,,,,,,,
11/26/2025,0.35,0.5,0,47,27,37,2.777777778,,,,,,,,,,,
11/27/2025,0,0,0,30,24,27,-2.777777778,,,,,,,,,,,
11/28/2025,0,0,0,29,20,24.5,-4.166666667,,,,,,,,,,,
11/29/2025,T,T,0,28,16,22,-5.555555556,,,,,,,,,,,
11/30/2025,0.32,7,7,24,21,22.5,-5.277777778,,,,,,,,,,,
12/1/2025,0,0,5,24,5,14.5,-9.722222222,,,,,,,,,,,
12/2/2025,0,0,5,19,5,12,-11.11111111,,,,,,,,,,,
12/3/2025,0.07,0.5,5,26,13,19.5,-6.944444444,,,,,,,,,,,
12/4/2025,0,0,,25,-4,10.5,-11.94444444,,,,,,,,,,,
12/5/2025,0,0,,25,-4,10.5,-11.94444444,,,,,,,,,,,
12/6/2025,0.02,0.2,,27,19,23,-5,,,,,,,,,,,
12/7/2025,0.01,0.1,,27,5,16,-8.888888889,,,,,,,,,,,
12/8/2025,0,0,6,12,1,6.5,-14.16666667,,,,,,,,,,,
12/9/2025,0.02,0.5,7,27,9,18,-7.777777778,,,,,,,,,,,
12/10/2025,0.2,0.4,7,29,22,25.5,-3.611111111,,,,,,,,,,,
12/11/2025,0,0,7,22,14,18,-7.777777778,,,,,,,,,,,
12/12/2025,0,0,7,22,1,11.5,-11.38888889,,,,,,,,,,,
12/13/2025,T,T,7,21,-3,9,-12.77777778,,,,,,,,,,,
12/14/2025,0,0,7,5,-8,-1.5,-18.61111111,,,,,,,,,,,
12/15/2025,0,0,7,16,-10,3,-16.11111111,,,,,,,,,,,
12/16/2025,0,0,7,26,12,19,-7.222222222,,,,,,,,,,,
12/17/2025,0,0,7,45,13,29,-1.666666667,,,,,,,,,,,
12/18/2025,0.02,0,5,42,21,31.5,-0.277777778,,,,,,,,,,,
12/19/2025,0.05,0,4,38,0,19,-7.222222222,,,,,,,,,,,
12/20/2025,0,0,4,26,-1,12.5,-10.83333333,,,,,,,,,,,
12/21/2025,0,0,4,26,-1,12.5,-10.83333333,,,,,,,,,,,
12/22/2025,0.02,0.1,4,33,6,19.5,-6.944444444,,,,,,,,,,,
12/23/2025,0,0,4,39,22,30.5,-0.833333333,,,,,,,,,,,
12/24/2025,0,0,4,35,21,28,-2.222222222,,,,,,,,,,,
12/25/2025,0,0,4,34,25,29.5,-1.388888889,,,,,,,,,,,
12/26/2025,0,0,4,35,24,29.5,-1.388888889,,,,,,,,,,,
12/27/2025,0,0,4,35,31,33,0.555555556,,,,,,,,,,,
12/28/2025,0,0,3,36,32,34,1.111111111,,,,,,,,,,,
12/29/2025,0.28,1,4,35,12,23.5,-4.722222222,,,,,,,,,,,
12/30/2025,0,0,4,15,4,9.5,-12.5,,,,,,,,,,,
12/31/2025,T,T,4,35,2,18.5,-7.5,,,,,,,,,,,
1/1/2026,0.02,1,5,35,6,20.5,-6.388888889,,,,,,,,,,,
1/2/2026,0.02,0.5,5,14,6,10,-12.22222222,,,,,,,,,,,
1/3/2026,0,0,5,16,7,11.5,-11.38888889,,,,,,,,,,,
1/4/2026,0,0,5,21,11,16,-8.888888889,,,,,,,,,,,
1/5/2026,T,0,3,33,13,23,-5,,,,,,,,,,,
1/6/2026,0.72,0,3,33,20,26.5,-3.055555556,,,,,,,,,,,
1/7/2026,0,0,3,33,22,27.5,-2.5,,,,,,,,,,,
1/8/2026,0,0,2,42,26,34,1.111111111,,,,,,,,,,,
1/9/2026,0.14,0,2,32,20,26,-3.333333333,,,,,,,,,,,
1/10/2026,0.02,T,2,36,20,28,-2.222222222,,,,,,,,,,,
1/11/2026,0,0,2,24,18,21,-6.111111111,,,,,,,,,,,
1/12/2026,0,0,2,27,16,21.5,-5.833333333,,,,,,,,,,,
1/13/2026,0,0,2,45,22,33.5,0.833333333,,,,,,,,,,,
1/14/2026,0,0,2,45,17,31,-0.555555556,,,,,,,,,,,
1/15/2026,0,0,2,,,,,,,,,,,,,,,
1/16/2026,0,0,2,,,,,,,,,,,,,,,
1/17/2026,,1,3,,,,,,,,,,,,,,,
1/18/2026,0,0,3,,,,,,,,,,,,,,,
1/19/2026,0.04,1,4,,,,,,,,,,,,,,,
1/20/2026,0,0,4,,,,,,,,,,,,,,,
1/21/2026,T,T,3,,,,,,,,,,,,,,,
1/22/2026,0.05,0.5,4,,,,,,,,,,,,,,,
1/23/2026,0,0,4,8,-19,-5.5,-20.83333333,,,,,,,,,,,
1/24/2026,0,0,4,-6,-19,-12.5,-24.72222222,,,,,,,,,,,
1/25/2026,0,0,4,,,,,,,,,,,,,,,
1/26/2026,0,0,4,,,,,,,,,,,,,,,
1/27/2026,0,0,4,17,-13,2,-16.66666667,,,,,,,,,,,
1/28/2026,0,0,4,11,-1,5,-15,,,,,,,,,,,
1/29/2026,0,0,4,13,-4,4.5,-15.27777778,,,,,,,,,,,
1/30/2026,0,0,4,,,,,,,,,,,,,,,
1/31/2026,0,0,4,,,,,,,,,,,,,,,
2/1/2026,0.04,0.5,4,,,,,,,,,,,,,,,
2/2/2026,0.05,1,5,,,,,,,,,,,,,,,
2/3/2026,0,0,5,,,,,,,,,,,,,,,
2/4/2026,0,0,4,20,2,11,-11.66666667,,,,,,,,,,,
2/5/2026,0,0,4,,,,,,,,,,,,,,,
2/6/2026,0,0,4,,,,,,,,,,,,,,,
2/7/2026,0,0,4,,,,,,,,,,,,,,,
2/8/2026,0,0,4,,,,,,,,,,,,,,,
2/9/2026,0,0,1,,,,,,,,,,,,,,,
2/10/2026,0,0,0,,,,,,,,,,,,,,,
2/11/2026,0,0,0,,,,,,,,,,,,,,,
2/12/2026,0,0,0,,,,,,,,,,,,,,,
2/13/2026,0,0,0,,,,,,,,,,,,,,,
2/14/2026,0,0,0,,,,,,,,,,,,,,,
2/15/2026,0,0,0,,,,,,,,,,,,,,,
2/16/2026,0,0,0,,,,,,,,,,,,,,,
2/17/2026,0,0,0,,,,,,,,,,,,,,,
2/18/2026,0.12,0,0,,,,,,,,,,,,,,,
2/19/2026,0.3,4,4,,,,,,,,,,,,,,,
2/20/2026,0,0,4,,,,,,,,,,,,,,,
2/21/2026,0,0,4,,,,,,,,,,,,,,,
2/22/2026,0,0,4,,,,,,,,,,,,,,,
2/23/2026,0,0,2,,,,,,,,,,,,,,,
2/24/2026,0,0,2,,,,,,,,,,,,,,,
2/25/2026,0,0,2,,,,,,,,,,,,,,,
2/26/2026,0,0,2,,,,,,,,,,,,,,,
2/27/2026,0,0,0,45,16,30.5,-0.833333333,,,,,,,,,,,
2/28/2026,0,0,0,,,,,,,,,,,,,,,
3/1/2026,0,0,0,,,,,,,,,,,,,,,
3/2/2026,0,0,0,,,,,,,,,,,,,,,
3/3/2026,0,0,0,,,,,,,,,,,,,,,
3/4/2026,0,0,0,,,,,,,,,,,,,,,
3/5/2026,0,0,0,,,,,,,,,,,,,,,
3/6/2026,0,0,0,,,,,,,,,,,,,,,
3/7/2026,0.36,0,0,,,,,,,,,,,,,,,
3/8/2026,0.03,0,0,,,,,,,,,,,,,,,
3/9/2026,0,0,0,,,,,,,,,,,,,,,
3/10/2026,0,0,0,,,,,,,,,,,,,,,
3/11/2026,0.02,0,0,,,,,,,,,,,,,,,
3/12/2026,0.04,0,0,41,25,33,0.555555556,,,,,,,,,,,
3/13/2026,0.13,0,0,45,24,34.5,1.388888889,,,,,,,,,,,
3/14/2026,0,0,0,38,24,31,-0.555555556,,,,,,,,,,,
3/15/2026,0.6,8,8,32,23,27.5,-2.5,,,,,,,,,,,
3/16/2026,,,,,,,,,,,,,,,,,,
3/17/2026,0,0,7,20,7,13.5,-10.27777778,,,,,,,,,,,
3/18/2026,0.15,1.5,8,24,2,13,-10.55555556,,,,,,,,,,,
3/19/2026,0,0,5,,,,,,,,,,,,,,,
3/20/2026,0,0,5,,,,,,,,,,,,,,,
3/21/2026,0,0,,,,,,,,,,,,,,,,
3/22/2026,0,0,0,,,,,,,,,,,,,,,
3/23/2026,0,0,0,41,28,34.5,1.388888889,,,,,,,,,,,
3/24/2026,T,0,0,45,27,36,2.222222222,,,,,,,,,,,
3/25/2026,0,0,0,51,35,43,6.111111111,,,,,,,,,,,
3/26/2026,0,0,0,72,42,57,13.88888889,,,,,,,,,,,
3/27/2026,0,0,0,,,,,,,,,,,,,,,
3/28/2026,0,0,0,,,,,,,,,,,,,,,
3/29/2026,0,0,0,,,,,,,,,,,,,,,
3/30/2026,0,0,0,,,,,,,,,,,,,,,
3/31/2026,0,0,0,,,,,,,,,,,,,,,
4/1/2026,0,0,0,,,,,,,,,,,,,,,
4/2/2026,0.2,0,0,43,31,37,2.777777778,,,,,,,,,,,
4/3/2026,0.39,0,0,37,32,34.5,1.388888889,,,,,,,,,,,
4/4/2026,0.38,0,0,41,32,36.5,2.5,,,,,,,,,,,
4/5/2026,0.04,0,0,39,32,35.5,1.944444444,,,,,,,,,,,
4/6/2026,0.02,0,0,,,,,,,,,,,,,,,
4/7/2026,0,0,0,,,,,,,,,,,,,,,
4/8/2026,0,0,0,,,,,,,,,,,,,,,
4/9/2026,0,0,0,64,36,50,10,,,,,,,,,,,
4/10/2026,0.05,0,0,49,36,42.5,5.833333333,,,,,,,,,,,
4/11/2026,0,0,0,55,34,44.5,6.944444444,,,,,,,,,,,
4/12/2026,0.23,0,0,54,35,44.5,6.944444444,,,,,,,,,,,
4/13/2026,0.03,0,0,,,,,,,,,,,,,,,
4/14/2026,0,0,0,75,49,62,16.66666667,,,,,,,,,,,
4/15/2026,0,0,0,,49,,,,,,,,,,,,,
4/16/2026,0,0,0,,45,,,,,,,,,,,,,
4/17/2026,0,0,0,78,44,61,16.11111111,,,,,,,,,,,
4/18/2026,,0,0,70,32,51,10.55555556,,,,,,,,,,,
4/19/2026,0,0,0,46,31,38.5,3.611111111,,,,,,,,,,,
4/20/2026,0,0,0,47,29,38,3.333333333,,,,,,,,,,,
4/21/2026,0,0,0,62,29,45.5,7.5,,,,,,,,,,,
4/22/2026,0,0,0,76,,,,,,,,,,,,,,
4/23/2026,0,0,0,,,,,,,,,,,,,,,
4/24/2026,0.46,0,0,,,,,,,,,,,,,,,
4/25/2026,0,0,0,,,,,,,,,,,,,,,
4/26/2026,0.07,0,0,,,,,,,,,,,,,,,
4/27/2026,0.07,0,0,67,46,56.5,13.61111111,,,,,,,,,,,
4/28/2026,0.71,0,0,60,44,52,11.11111111,,,,,,,,,,,
4/29/2026,0,0,0,58,44,51,10.55555556,,,,,,,,,,,
4/30/2026,0,0,0,55,38,46.5,8.055555556,,,,,,,,,,,
5/1/2026,0,0,0,52,37,44.5,6.944444444,,,,,,,,,,,
5/2/2026,0,0,0,54,37,45.5,7.5,,,,,,,,,,,
5/3/2026,0,0,0,66,36,51,10.55555556,,,,,,,,,,,
5/4/2026,0,0,0,,,,,,,,,,,,,,,
5/5/2026,0,0,0,,,,,,,,,,,,,,,
5/6/2026,0,0,0,51,34,42.5,5.833333333,,,,,,,,,,,
5/7/2026,0,0,0,,32,,,,,,,,,,,,,
5/8/2026,0,0,0,58,32,45,7.222222222,,,,,,,,,,,
5/9/2026,0,0,0,70,32,51,10.55555556,,,,,,,,,,,
5/10/2026,T,0,0,60,40,50,10,,,,,,,,,,,
5/11/2026,0,0,0,60,40,50,10,,,,,,,,,,,
5/12/2026,0.01,0,0,68,40,54,12.22222222,,,,,,,,,,,
5/13/2026,0,0,0,70,49,59.5,15.27777778,,,,,,,,,,,
5/14/2026,0,0,0,71,47,59,15,,,,,,,,,,,
5/15/2026,0.03,0,0,79,51,65,18.33333333,,,,,,,,,,,
5/16/2026,0,0,0,89,53,71,21.66666667,,,,,,,,,,,
5/17/2026,0,0,0,80,56,68,20,,,,,,,,,,,
5/18/2026,0.38,0,0,68,53,60.5,15.83333333,,,,,,,,,,,
5/19/2026,0.56,0,0,69,53,61,16.11111111,,,,,,,,,,,
5/20/2026,0.02,0,0,53,43,48,8.888888889,,,,,,,,,,,
5/21/2026,0,0,0,,,,,,,,,,,,,,,
5/22/2026,0,0,0,64,47,55.5,13.05555556,,,,,,,,,,,
5/23/2026,0.1,0,0,,,,,,,,,,,,,,,
5/24/2026,0,0,0,,,,,,,,,,,,,,,
5/25/2026,0.01,0,0,84,49,66.5,19.16666667,,,,,,,,,,,
5/26/2026,0,0,0,86,61,73.5,23.05555556,,,,,,,,,,,
5/27/2026,0,0,0,88,65,76.5,24.72222222,,,,,,,,,,,
5/28/2026,0,0,0,91,64,77.5,25.27777778,,,,,,,,,,,
5/29/2026,0,0,0,84,63,73.5,23.05555556,,,,,,,,,,,
5/30/2026,0,0,0,85,64,74.5,23.61111111,,,,,,,,,,,
5/31/2026,0,0,0,82,61,71.5,21.94444444,,,,,,,,,,,
6/1/2026,0.33,,,,,,,,,,,,,,,,,
6/2/2026,0,,,79,59,69,20.55555556,,,,,,,,,,,
6/3/2026,0,,,79,59,69,20.55555556,,,,,,,,,,,
6/4/2026,0,0,0,85,63,74,23.33333333,,,,,,,,,,,
6/5/2026,0,0,0,83,65,74,23.33333333,,,,,,,,,,,
6/6/2026,0,0,0,83,63,73,22.77777778,,,,,,,,,,,
6/7/2026,0,0,0,86,62,74,23.33333333,,,,,,,,,,,
6/8/2026,0.06,,,84,66,75,23.88888889,,,,,,,,,,,
6/9/2026,0.04,,,80,69,74.5,23.61111111,,,,,,,,,,,
6/10/2026,0.19,,,84,70,77,25,,,,,,,,,,,
6/11/2026,0.24,,,90,65,77.5,25.27777778,,,,,,,,,,,
6/12/2026,0.16,,,70,58,64,17.77777778,,,,,,,,,,,
6/13/2026,0.06,,,82,60,71,21.66666667,,,,,,,,,,,
6/14/2026,0,,,74,60,67,19.44444444,,,,,,,,,,,
6/15/2026,0,0,0,73,52,62.5,16.94444444,,,,,,,,,,,
6/16/2026,0.1,0,0,79,51,65,18.33333333,,,,,,,,,,,
6/17/2026,0.13,0,0,74,55,64.5,18.05555556,,,,,,,,,,,
6/18/2026,0.56,,,,,,,,,,,,,,,,,
6/19/2026,0,,,,,,,,,,,,,,,,,
6/20/2026,0.05,,,,,,,,,,,,,,,,,
6/21/2026,0,,,77,56,66.5,19.16666667,,,,,,,,,,,
6/22/2026,0,,,76,55,65.5,18.61111111,,,,,,,,,,,
6/23/2026,0,,,78,57,67.5,19.72222222,,,,,,,,,,,
6/24/2026,0.92,,,77,58,67.5,19.72222222,,,,,,,,,,,
