#,Date-Time (CST/CDT),"Temperature (W-CT 22414702), °C","Electrical Conductivity (W-CT 22414702), µS/cm","Specific Conductivity (W-CT 22414702), µS/cm","Salinity (W-CT 22414702), PSU","Total Dissolved Solids (W-CT 22414702), mg/L"
1393,02/11/2026 03:14:59,6.08,444.6,737.7,0.34,288.97
1394,02/11/2026 03:29:59,6.02,445.1,740.3,0.34,289.34
1395,02/11/2026 03:44:59,6.07,444.8,738.4,0.34,289.14
1396,02/11/2026 03:59:59,6.04,445.2,739.8,0.34,289.35
1397,02/11/2026 04:14:59,6.04,445.2,739.8,0.34,289.36
1398,02/11/2026 04:29:59,6.08,445.3,738.9,0.34,289.46
1399,02/11/2026 04:44:59,6.11,445.6,738.6,0.34,289.65
1400,02/11/2026 04:59:59,6.04,444.8,739.0,0.34,289.09
1401,02/11/2026 05:14:59,6.02,444.8,739.6,0.34,289.10
1402,02/11/2026 05:29:59,6.07,445.2,739.0,0.34,289.41
1403,02/11/2026 05:44:59,6.05,444.7,738.7,0.34,289.07
1404,02/11/2026 05:59:59,6.06,444.4,738.0,0.34,288.88
1405,02/11/2026 06:14:59,6.10,445.0,737.8,0.34,289.22
1406,02/11/2026 06:29:59,6.15,446.3,738.6,0.34,290.08
1407,02/11/2026 06:44:59,6.15,447.2,740.3,0.34,290.67
1408,02/11/2026 06:59:59,6.20,446.8,738.2,0.34,290.45
1409,02/11/2026 07:14:59,6.20,447.0,738.5,0.34,290.56
1410,02/11/2026 07:29:59,6.22,447.5,738.9,0.34,290.85
1411,02/11/2026 07:44:59,6.20,447.8,740.0,0.34,291.09
1412,02/11/2026 07:59:59,6.24,446.8,737.4,0.34,290.45
1413,02/11/2026 08:14:59,6.25,447.6,738.4,0.34,290.91
1414,02/11/2026 08:29:59,6.21,447.4,738.8,0.34,290.78
1415,02/11/2026 08:44:59,6.24,447.1,737.9,0.34,290.64
1416,02/11/2026 08:59:59,6.22,447.4,738.8,0.34,290.83
1417,02/11/2026 09:14:59,6.23,447.2,738.3,0.34,290.71
1418,02/11/2026 09:29:59,6.22,447.8,739.3,0.34,291.05
1419,02/11/2026 09:44:59,6.27,447.4,737.4,0.34,290.82
1420,02/11/2026 09:59:59,6.25,446.9,737.0,0.34,290.46
1421,02/11/2026 10:14:59,6.26,447.1,737.2,0.34,290.64
1422,02/11/2026 10:29:59,6.27,446.9,736.7,0.34,290.48
1423,02/11/2026 10:44:59,6.24,446.7,737.2,0.34,290.37
1424,02/11/2026 10:59:59,6.23,446.9,737.8,0.34,290.48
1425,02/11/2026 11:14:59,6.25,446.6,736.5,0.34,290.28
1426,02/11/2026 11:29:59,6.25,447.2,737.7,0.34,290.68
1427,02/11/2026 11:44:59,6.24,446.4,736.6,0.34,290.15
1428,02/11/2026 11:59:59,6.22,446.1,736.6,0.34,289.97
1429,02/11/2026 12:14:59,6.25,446.0,735.8,0.34,289.91
1430,02/11/2026 12:29:59,6.28,447.5,737.3,0.34,290.85
1431,02/11/2026 12:44:59,6.25,446.5,736.4,0.34,290.22
1432,02/11/2026 12:59:59,6.24,447.0,737.5,0.34,290.56
1433,02/11/2026 13:14:59,6.23,446.1,736.2,0.34,289.94
1434,02/11/2026 13:29:59,6.25,446.3,736.3,0.34,290.08
1435,02/11/2026 13:44:59,6.26,446.3,736.0,0.34,290.13
1436,02/11/2026 13:59:59,6.18,446.0,737.6,0.34,289.92
1437,02/11/2026 14:14:59,6.25,446.8,737.0,0.34,290.41
1438,02/11/2026 14:29:59,6.23,446.2,736.4,0.34,290.01
1439,02/11/2026 14:44:59,6.20,445.5,736.2,0.34,289.57
1440,02/11/2026 14:59:59,6.26,446.7,736.5,0.34,290.36
1441,02/11/2026 15:14:59,6.26,446.5,736.1,0.34,290.22
1442,02/11/2026 15:29:59,6.26,446.8,736.8,0.34,290.45
1443,02/11/2026 15:44:59,6.26,446.2,735.6,0.34,290.02
1444,02/11/2026 15:59:59,6.32,448.3,737.8,0.34,291.42
1445,02/11/2026 16:14:59,6.22,446.4,737.1,0.34,290.17
1446,02/11/2026 16:29:59,6.26,446.3,735.9,0.34,290.09
1447,02/11/2026 16:44:59,6.25,446.8,737.0,0.34,290.40
1448,02/11/2026 16:59:59,6.24,446.7,737.0,0.34,290.36
1449,02/11/2026 17:14:59,6.23,446.6,737.2,0.34,290.30
1450,02/11/2026 17:29:59,6.27,446.7,736.3,0.34,290.34
1451,02/11/2026 17:44:59,6.26,447.2,737.3,0.34,290.70
1452,02/11/2026 17:59:59,6.25,446.4,736.5,0.34,290.19
1453,02/11/2026 18:14:59,6.24,446.1,736.1,0.34,290.00
1454,02/11/2026 18:29:59,6.25,446.2,736.1,0.34,290.01
1455,02/11/2026 18:44:59,6.26,446.8,736.8,0.34,290.42
1456,02/11/2026 18:59:59,6.26,446.2,735.8,0.34,290.03
1457,02/11/2026 19:14:59,6.24,446.1,736.0,0.34,289.94
1458,02/11/2026 19:29:59,6.23,446.6,737.0,0.34,290.26
1459,02/11/2026 19:44:59,6.24,445.7,735.6,0.34,289.71
1460,02/11/2026 19:59:59,6.22,446.4,737.1,0.34,290.14
1461,02/11/2026 20:14:59,6.27,447.0,736.9,0.34,290.57
1462,02/11/2026 20:29:59,6.20,446.9,738.5,0.34,290.50
1463,02/11/2026 20:44:59,6.26,446.6,736.3,0.34,290.26
1464,02/11/2026 20:59:59,6.24,446.2,736.3,0.34,290.02
1465,02/11/2026 21:14:59,6.23,446.0,736.1,0.34,289.87
1466,02/11/2026 21:29:59,6.25,447.2,737.7,0.34,290.69
1467,02/11/2026 21:44:59,6.22,446.1,736.6,0.34,289.95
1468,02/11/2026 21:59:59,6.20,446.2,737.2,0.34,290.00
1469,02/11/2026 22:14:59,6.21,446.3,737.1,0.34,290.10
1470,02/11/2026 22:29:59,6.23,445.5,735.4,0.34,289.60
1471,02/11/2026 22:44:59,6.14,445.9,738.4,0.34,289.85
1472,02/11/2026 22:59:59,6.18,445.9,737.3,0.34,289.84
1473,02/11/2026 23:14:59,6.19,446.1,737.4,0.34,289.96
1474,02/11/2026 23:29:59,6.24,446.4,736.6,0.34,290.16
1475,02/11/2026 23:44:59,6.26,447.1,737.1,0.34,290.60
1476,02/11/2026 23:59:59,6.22,446.0,736.5,0.34,289.90
1477,02/12/2026 00:14:59,6.23,445.4,735.2,0.34,289.48
1478,02/12/2026 00:29:59,6.21,445.7,736.3,0.34,289.71
1479,02/12/2026 00:44:59,6.25,446.4,736.5,0.34,290.19
1480,02/12/2026 00:59:59,6.25,446.9,737.1,0.34,290.49
1481,02/12/2026 01:14:59,6.25,445.8,735.4,0.34,289.75
1482,02/12/2026 01:29:59,6.25,447.2,737.5,0.34,290.68
1483,02/12/2026 01:44:59,6.22,446.3,736.9,0.34,290.12
1484,02/12/2026 01:59:59,6.27,447.0,736.8,0.34,290.57
1485,02/12/2026 02:14:59,6.23,446.6,737.1,0.34,290.29
1486,02/12/2026 02:29:59,6.18,446.0,737.3,0.34,289.90
1487,02/12/2026 02:44:59,6.22,445.7,736.1,0.34,289.72
1488,02/12/2026 02:59:59,6.18,445.9,737.3,0.34,289.83
1489,02/12/2026 03:14:59,6.18,446.1,737.7,0.34,289.95
1490,02/12/2026 03:29:59,6.21,447.1,738.5,0.34,290.60
1491,02/12/2026 03:44:59,6.24,446.3,736.5,0.34,290.07
1492,02/12/2026 03:59:59,6.23,445.7,735.7,0.34,289.69
1493,02/12/2026 04:14:59,6.24,446.8,737.2,0.34,290.43
1494,02/12/2026 04:29:59,6.20,446.4,737.6,0.34,290.18
1495,02/12/2026 04:44:59,6.26,447.1,737.1,0.34,290.59
1496,02/12/2026 04:59:59,6.25,446.5,736.4,0.34,290.25
1497,02/12/2026 05:14:59,6.22,445.6,735.8,0.34,289.66
1498,02/12/2026 05:29:59,6.21,445.4,735.7,0.34,289.50
1499,02/12/2026 05:44:59,6.24,446.3,736.4,0.34,290.11
1500,02/12/2026 05:59:59,6.18,445.1,736.1,0.34,289.31
1501,02/12/2026 06:14:59,6.21,446.2,737.1,0.34,290.04
1502,02/12/2026 06:29:59,6.23,445.3,735.0,0.34,289.47
1503,02/12/2026 06:44:59,6.21,446.5,737.5,0.34,290.20
1504,02/12/2026 06:59:59,6.18,445.5,736.6,0.34,289.60
1505,02/12/2026 07:14:59,6.25,447.0,737.2,0.34,290.54
1506,02/12/2026 07:29:59,6.18,446.0,737.5,0.34,289.89
1507,02/12/2026 07:44:59,6.22,446.8,737.8,0.34,290.44
1508,02/12/2026 07:59:59,6.21,446.5,737.5,0.34,290.25
1509,02/12/2026 08:14:59,6.21,445.8,736.3,0.34,289.77
1510,02/12/2026 08:29:59,6.21,447.0,738.2,0.34,290.55
1511,02/12/2026 08:44:59,6.22,446.7,737.6,0.34,290.38
1512,02/12/2026 08:59:59,6.22,445.9,736.4,0.34,289.84
1513,02/12/2026 09:14:59,6.21,445.9,736.4,0.34,289.81
1514,02/12/2026 09:29:59,6.20,446.0,736.9,0.34,289.91
1515,02/12/2026 09:44:59,6.19,446.0,737.2,0.34,289.93
1516,02/12/2026 09:59:59,6.23,446.5,737.2,0.34,290.26
1517,02/12/2026 10:14:59,6.21,446.0,736.6,0.34,289.92
1518,02/12/2026 10:29:59,6.24,447.0,737.6,0.34,290.52
1519,02/12/2026 10:44:59,6.16,446.1,738.1,0.34,289.96
1520,02/12/2026 10:59:59,6.21,446.2,737.2,0.34,290.06
1521,02/12/2026 11:14:59,6.16,445.3,736.8,0.34,289.44
1522,02/12/2026 11:29:59,6.20,445.9,736.8,0.34,289.84
1523,02/12/2026 11:44:59,6.15,445.1,736.8,0.34,289.33
1524,02/12/2026 11:59:59,6.22,446.5,737.3,0.34,290.25
1525,02/12/2026 12:14:59,6.24,446.2,736.4,0.34,290.05
1526,02/12/2026 12:29:59,6.18,445.7,736.9,0.34,289.69
1527,02/12/2026 12:44:59,6.20,445.6,736.2,0.34,289.62
1528,02/12/2026 12:59:59,6.18,446.0,737.5,0.34,289.90
1529,02/12/2026 13:14:59,6.18,445.1,736.2,0.34,289.34
1530,02/12/2026 13:29:59,6.17,445.5,736.9,0.34,289.59
1531,02/12/2026 13:44:59,6.18,445.7,736.8,0.34,289.68
1532,02/12/2026 13:59:59,6.20,445.4,735.9,0.34,289.48
1533,02/12/2026 14:14:59,6.18,446.0,737.3,0.34,289.87
1534,02/12/2026 14:29:59,6.15,444.3,735.4,0.34,288.77
1535,02/12/2026 14:44:59,6.19,446.0,737.3,0.34,289.91
1536,02/12/2026 14:59:59,6.12,444.6,736.5,0.34,288.96
1537,02/12/2026 15:14:59,6.17,444.9,736.0,0.34,289.17
1538,02/12/2026 15:29:59,6.16,445.4,737.0,0.34,289.53
1539,02/12/2026 15:44:59,6.16,446.2,738.3,0.34,290.04
1540,02/12/2026 15:59:59,6.20,445.4,735.9,0.34,289.53
1541,02/12/2026 16:14:59,6.22,445.6,735.8,0.34,289.62
1542,02/12/2026 16:29:59,6.18,446.9,738.7,0.34,290.46
1543,02/12/2026 16:44:59,6.20,446.0,736.9,0.34,289.89
1544,02/12/2026 16:59:59,6.20,445.8,736.4,0.34,289.74
1545,02/12/2026 17:14:59,6.18,446.2,737.8,0.34,290.04
1546,02/12/2026 17:29:59,6.20,445.9,736.7,0.34,289.82
1547,02/12/2026 17:44:59,6.18,445.3,736.3,0.34,289.42
1548,02/12/2026 17:59:59,6.22,446.1,736.7,0.34,289.99
1549,02/12/2026 18:14:59,6.18,445.8,737.2,0.34,289.78
1550,02/12/2026 18:29:59,6.15,445.6,737.5,0.34,289.65
1551,02/12/2026 18:44:59,6.21,445.4,735.7,0.34,289.48
1552,02/12/2026 18:59:59,6.18,444.9,735.6,0.34,289.16
1553,02/12/2026 19:14:59,6.19,445.6,736.5,0.34,289.62
1554,02/12/2026 19:29:59,6.18,445.1,735.9,0.34,289.34
1555,02/12/2026 19:44:59,6.16,445.1,736.6,0.34,289.34
1556,02/12/2026 19:59:59,6.17,444.8,735.7,0.34,289.09
1557,02/12/2026 20:14:59,6.17,445.5,737.0,0.34,289.59
1558,02/12/2026 20:29:59,6.18,445.8,737.1,0.34,289.76
1559,02/12/2026 20:44:59,6.20,445.6,736.4,0.34,289.66
1560,02/12/2026 20:59:59,6.18,445.3,736.4,0.34,289.42
1561,02/12/2026 21:14:59,6.18,445.8,736.9,0.34,289.74
1562,02/12/2026 21:29:59,6.19,445.6,736.5,0.34,289.66
1563,02/12/2026 21:44:59,6.17,445.4,736.8,0.34,289.51
1564,02/12/2026 21:59:59,6.16,445.9,737.8,0.34,289.85
1565,02/12/2026 22:14:59,6.19,445.9,737.0,0.34,289.82
1566,02/12/2026 22:29:59,6.19,446.3,737.6,0.34,290.12
1567,02/12/2026 22:44:59,6.17,445.2,736.5,0.34,289.41
1568,02/12/2026 22:59:59,6.16,445.3,736.8,0.34,289.45
1569,02/12/2026 23:14:59,6.16,445.2,736.7,0.34,289.38
1570,02/12/2026 23:29:59,6.18,446.4,738.1,0.34,290.13
1571,02/12/2026 23:44:59,6.19,444.5,734.7,0.34,288.95
1572,02/12/2026 23:59:59,6.16,445.2,736.6,0.34,289.35
1573,02/13/2026 00:14:59,6.14,444.8,736.5,0.34,289.11
1574,02/13/2026 00:29:59,6.16,445.2,736.7,0.34,289.41
1575,02/13/2026 00:44:59,6.17,445.7,737.2,0.34,289.72
1576,02/13/2026 00:59:59,6.19,445.7,736.7,0.34,289.70
1577,02/13/2026 01:14:59,6.19,446.6,738.2,0.34,290.28
1578,02/13/2026 01:29:59,6.14,446.6,739.6,0.34,290.30
1579,02/13/2026 01:44:59,6.16,445.6,737.4,0.34,289.65
1580,02/13/2026 01:59:59,6.17,446.4,738.3,0.34,290.17
1581,02/13/2026 02:14:59,6.17,445.4,736.8,0.34,289.51
1582,02/13/2026 02:29:59,6.15,445.4,737.2,0.34,289.54
1583,02/13/2026 02:44:59,6.13,445.2,737.4,0.34,289.40
1584,02/13/2026 02:59:59,6.16,445.8,737.6,0.34,289.74
1585,02/13/2026 03:14:59,6.15,445.6,737.6,0.34,289.66
1586,02/13/2026 03:29:59,6.17,445.6,737.0,0.34,289.62
1587,02/13/2026 03:44:59,6.11,445.8,738.8,0.34,289.74
1588,02/13/2026 03:59:59,6.14,444.9,736.5,0.34,289.15
1589,02/13/2026 04:14:59,6.16,444.5,735.6,0.34,288.95
1590,02/13/2026 04:29:59,6.17,445.4,736.7,0.34,289.49
1591,02/13/2026 04:44:59,6.09,445.1,738.3,0.34,289.35
1592,02/13/2026 04:59:59,6.14,445.3,737.5,0.34,289.47
1593,02/13/2026 05:14:59,6.14,445.4,737.5,0.34,289.52
1594,02/13/2026 05:29:59,6.15,445.0,736.7,0.34,289.28
1595,02/13/2026 05:44:59,6.14,444.0,735.3,0.34,288.63
1596,02/13/2026 05:59:59,6.20,445.8,736.6,0.34,289.76
1597,02/13/2026 06:14:59,6.13,444.9,736.9,0.34,289.20
1598,02/13/2026 06:29:59,6.15,445.6,737.5,0.34,289.63
1599,02/13/2026 06:44:59,6.13,445.0,736.9,0.34,289.23
1600,02/13/2026 06:59:59,6.11,444.8,737.2,0.34,289.10
1601,02/13/2026 07:14:59,6.16,444.1,735.0,0.34,288.68
1602,02/13/2026 07:29:59,6.16,445.3,736.8,0.34,289.45
1603,02/13/2026 07:44:59,6.13,445.1,737.3,0.34,289.31
1604,02/13/2026 07:59:59,6.19,445.5,736.5,0.34,289.60
1605,02/13/2026 08:14:59,6.15,445.3,737.1,0.34,289.42
1606,02/13/2026 08:29:59,6.18,445.8,737.0,0.34,289.77
1607,02/13/2026 08:44:59,6.15,445.1,736.7,0.34,289.33
1608,02/13/2026 08:59:59,6.12,444.3,736.1,0.34,288.78
1609,02/13/2026 09:14:59,6.15,445.2,736.9,0.34,289.35
1610,02/13/2026 09:29:59,6.13,445.2,737.5,0.34,289.39
1611,02/13/2026 09:44:59,6.11,444.6,736.9,0.34,288.97
1612,02/13/2026 09:59:59,6.13,444.4,736.0,0.34,288.85
1613,02/13/2026 10:14:59,6.12,444.3,736.0,0.34,288.77
1614,02/13/2026 10:29:59,6.14,444.8,736.5,0.34,289.11
1615,02/13/2026 10:44:59,6.11,444.7,737.1,0.34,289.05
1616,02/13/2026 10:59:59,6.11,443.9,735.9,0.34,288.54
1617,02/13/2026 11:14:59,6.15,444.8,736.1,0.34,289.11
1618,02/13/2026 11:29:59,6.17,445.3,736.5,0.34,289.42
1619,02/13/2026 11:44:59,6.15,444.6,735.9,0.34,288.96
1620,02/13/2026 11:59:59,6.16,444.9,736.0,0.34,289.17
1621,02/13/2026 12:14:59,6.12,445.5,738.0,0.34,289.55
1622,02/13/2026 12:29:59,6.13,445.0,737.1,0.34,289.26
1623,02/13/2026 12:44:59,6.18,445.0,735.7,0.34,289.23
1624,02/13/2026 12:59:59,6.12,444.9,737.1,0.34,289.20
1625,02/13/2026 13:14:59,6.09,444.3,737.1,0.34,288.81
1626,02/13/2026 13:29:59,6.12,444.8,737.0,0.34,289.13
1627,02/13/2026 13:44:59,6.12,445.0,737.4,0.34,289.26
1628,02/13/2026 13:59:59,6.12,444.8,736.8,0.34,289.09
1629,02/13/2026 14:14:59,6.07,444.4,737.6,0.34,288.85
1630,02/13/2026 14:29:59,6.06,444.2,737.7,0.34,288.76
1631,02/13/2026 14:44:59,6.14,445.0,736.7,0.34,289.23
1632,02/13/2026 14:59:59,6.11,444.8,737.3,0.34,289.10
1633,02/13/2026 15:14:59,6.10,444.4,736.9,0.34,288.83
1634,02/13/2026 15:29:59,6.09,444.4,737.0,0.34,288.84
1635,02/13/2026 15:44:59,6.09,444.1,736.7,0.34,288.67
1636,02/13/2026 15:59:59,6.12,445.0,737.5,0.34,289.28
1637,02/13/2026 16:14:59,6.12,444.2,735.9,0.34,288.75
1638,02/13/2026 16:29:59,6.14,444.7,736.3,0.34,289.08
1639,02/13/2026 16:44:59,6.10,444.9,737.6,0.34,289.16
1640,02/13/2026 16:59:59,6.12,445.0,737.2,0.34,289.24
1641,02/13/2026 17:14:59,6.11,444.7,737.1,0.34,289.08
1642,02/13/2026 17:29:59,6.09,443.9,736.3,0.34,288.55
1643,02/13/2026 17:44:59,6.13,444.2,735.6,0.34,288.73
1644,02/13/2026 17:59:59,6.09,444.1,736.7,0.34,288.68
1645,02/13/2026 18:14:59,6.07,443.8,736.6,0.34,288.46
1646,02/13/2026 18:29:59,6.12,444.1,735.9,0.34,288.65
1647,02/13/2026 18:44:59,6.13,444.7,736.5,0.34,289.03
1648,02/13/2026 18:59:59,6.11,444.0,736.0,0.34,288.63
1649,02/13/2026 19:14:59,6.09,444.1,736.7,0.34,288.67
1650,02/13/2026 19:29:59,6.09,443.6,735.8,0.34,288.35
1651,02/13/2026 19:44:59,6.06,443.8,736.7,0.34,288.44
1652,02/13/2026 19:59:59,6.05,444.7,738.5,0.34,289.03
1653,02/13/2026 20:14:59,6.11,444.2,736.1,0.34,288.73
1654,02/13/2026 20:29:59,6.10,444.2,736.6,0.34,288.72
1655,02/13/2026 20:44:59,6.10,444.6,737.2,0.34,289.02
1656,02/13/2026 20:59:59,6.10,444.1,736.4,0.34,288.67
1657,02/13/2026 21:14:59,6.11,444.6,736.8,0.34,288.96
1658,02/13/2026 21:29:59,6.06,444.3,737.6,0.34,288.80
1659,02/13/2026 21:44:59,6.11,443.6,735.4,0.34,288.34
1660,02/13/2026 21:59:59,6.04,444.1,737.8,0.34,288.66
1661,02/13/2026 22:14:59,6.10,444.2,736.6,0.34,288.71
1662,02/13/2026 22:29:59,6.01,444.1,738.5,0.34,288.63
1663,02/13/2026 22:44:59,6.12,444.8,736.9,0.34,289.12
1664,02/13/2026 22:59:59,6.06,444.5,738.1,0.34,288.95
1665,02/13/2026 23:14:59,6.11,444.2,736.1,0.34,288.72
1666,02/13/2026 23:29:59,6.08,443.8,736.5,0.34,288.48
1667,02/13/2026 23:44:59,6.01,443.5,737.7,0.34,288.30
1668,02/13/2026 23:59:59,6.12,444.2,735.9,0.34,288.74
1669,02/14/2026 00:14:59,6.06,443.9,737.0,0.34,288.53
1670,02/14/2026 00:29:59,6.08,443.6,736.0,0.34,288.31
1671,02/14/2026 00:44:59,6.08,444.3,737.1,0.34,288.79
1672,02/14/2026 00:59:59,6.09,443.9,736.4,0.34,288.56
1673,02/14/2026 01:14:59,6.07,444.1,737.2,0.34,288.69
1674,02/14/2026 01:29:59,6.05,444.0,737.3,0.34,288.58
1675,02/14/2026 01:44:59,6.12,444.3,736.1,0.34,288.81
1676,02/14/2026 01:59:59,6.07,444.1,737.2,0.34,288.64
1677,02/14/2026 02:14:59,6.00,443.7,738.2,0.34,288.40
1678,02/14/2026 02:29:59,6.04,444.2,738.2,0.34,288.75
1679,02/14/2026 02:44:59,6.11,444.1,736.0,0.34,288.66
1680,02/14/2026 02:59:59,6.08,444.4,737.4,0.34,288.86
1681,02/14/2026 03:14:59,6.09,443.8,736.1,0.34,288.46
1682,02/14/2026 03:29:59,6.09,443.9,736.3,0.34,288.54
1683,02/14/2026 03:44:59,6.06,443.7,736.6,0.34,288.40
1684,02/14/2026 03:59:59,6.04,443.5,737.1,0.34,288.30
1685,02/14/2026 04:14:59,6.00,443.6,738.1,0.34,288.36
1686,02/14/2026 04:29:59,6.05,443.3,736.2,0.34,288.12
1687,02/14/2026 04:44:59,6.10,443.7,735.7,0.34,288.38
1688,02/14/2026 04:59:59,6.03,443.9,737.9,0.34,288.54
1689,02/14/2026 05:14:59,6.02,443.7,737.8,0.34,288.43
1690,02/14/2026 05:29:59,6.04,444.1,738.0,0.34,288.68
1691,02/14/2026 05:44:59,6.04,443.8,737.3,0.34,288.46
1692,02/14/2026 05:59:59,6.07,444.0,737.0,0.34,288.57
1693,02/14/2026 06:14:59,6.05,443.2,736.0,0.34,288.05
1694,02/14/2026 06:29:59,6.04,443.4,736.5,0.34,288.18
1695,02/14/2026 06:44:59,6.04,443.7,737.2,0.34,288.38
1696,02/14/2026 06:59:59,6.02,443.8,738.0,0.34,288.49
1697,02/14/2026 07:14:59,6.10,443.7,735.8,0.34,288.44
1698,02/14/2026 07:29:59,6.04,443.8,737.4,0.34,288.44
1699,02/14/2026 07:44:59,6.07,443.9,737.0,0.34,288.56
1700,02/14/2026 07:59:59,6.02,443.7,737.8,0.34,288.41
1701,02/14/2026 08:14:59,6.04,443.1,736.3,0.34,287.99
1702,02/14/2026 08:29:59,6.10,444.3,736.7,0.34,288.78
1703,02/14/2026 08:44:59,6.04,443.7,737.3,0.34,288.40
1704,02/14/2026 08:59:59,6.03,443.1,736.7,0.34,288.04
1705,02/14/2026 09:14:59,6.07,443.5,736.0,0.34,288.26
1706,02/14/2026 09:29:59,6.02,442.9,736.4,0.34,287.90
1707,02/14/2026 09:44:59,6.04,443.0,736.1,0.34,287.96
1708,02/14/2026 09:59:59,6.04,443.5,737.0,0.34,288.25
1709,02/14/2026 10:14:59,6.04,443.0,735.9,0.34,287.94
1710,02/14/2026 10:29:59,6.04,443.7,737.2,0.34,288.40
1711,02/14/2026 10:44:59,6.03,443.7,737.5,0.34,288.38
1712,02/14/2026 10:59:59,6.06,443.7,736.7,0.34,288.41
1713,02/14/2026 11:14:59,6.02,443.7,737.8,0.34,288.40
1714,02/14/2026 11:29:59,6.04,443.3,736.6,0.34,288.18
1715,02/14/2026 11:44:59,6.02,443.1,736.9,0.34,288.03
1716,02/14/2026 11:59:59,6.04,443.1,736.1,0.34,288.02
1717,02/14/2026 12:14:59,6.06,444.3,737.6,0.34,288.77
1718,02/14/2026 12:29:59,6.06,443.9,737.1,0.34,288.54
1719,02/14/2026 12:44:59,6.01,443.0,736.8,0.34,287.92
1720,02/14/2026 12:59:59,6.05,443.2,736.2,0.34,288.07
1721,02/14/2026 13:14:59,5.99,443.8,738.6,0.34,288.46
1722,02/14/2026 13:29:59,6.02,443.5,737.4,0.34,288.30
1723,02/14/2026 13:44:59,6.02,443.8,737.9,0.34,288.49
1724,02/14/2026 13:59:59,6.00,443.8,738.5,0.34,288.46
1725,02/14/2026 14:14:59,6.04,443.6,736.9,0.34,288.33
1726,02/14/2026 14:29:59,6.02,443.0,736.7,0.34,287.96
1727,02/14/2026 14:44:59,6.04,443.0,736.2,0.34,287.94
1728,02/14/2026 14:59:59,6.05,443.9,737.2,0.34,288.51
1729,02/14/2026 15:14:59,6.00,443.4,737.7,0.34,288.19
1730,02/14/2026 15:29:59,6.03,443.3,736.9,0.34,288.14
1731,02/14/2026 15:44:59,6.02,443.0,736.5,0.34,287.94
1732,02/14/2026 15:59:59,5.99,442.5,736.6,0.34,287.65
1733,02/14/2026 16:14:59,6.05,443.5,736.6,0.34,288.28
1734,02/14/2026 16:29:59,6.01,442.8,736.4,0.34,287.81
1735,02/14/2026 16:44:59,6.04,443.0,736.2,0.34,287.96
1736,02/14/2026 16:59:59,6.03,443.6,737.3,0.34,288.31
1737,02/14/2026 17:14:59,6.03,444.0,738.0,0.34,288.62
1738,02/14/2026 17:29:59,6.03,444.3,738.5,0.34,288.77
1739,02/14/2026 17:44:59,6.03,444.4,738.6,0.34,288.84
1740,02/14/2026 17:59:59,6.03,443.6,737.3,0.34,288.35
1741,02/14/2026 18:14:59,6.04,444.1,737.9,0.34,288.65
1742,02/14/2026 18:29:59,6.02,443.2,736.9,0.34,288.08
1743,02/14/2026 18:44:59,6.00,443.1,737.4,0.34,288.04
1744,02/14/2026 18:59:59,5.96,442.6,737.4,0.34,287.66
1745,02/14/2026 19:14:59,5.97,442.3,736.7,0.34,287.48
1746,02/14/2026 19:29:59,6.01,443.3,737.3,0.34,288.13
1747,02/14/2026 19:44:59,6.01,443.0,736.9,0.34,287.96
1748,02/14/2026 19:59:59,6.00,442.9,736.8,0.34,287.86
1749,02/14/2026 20:14:59,6.02,443.0,736.6,0.34,287.95
1750,02/14/2026 20:29:59,6.00,443.4,737.8,0.34,288.20
1751,02/14/2026 20:44:59,5.97,442.5,737.1,0.34,287.64
1752,02/14/2026 20:59:59,6.01,443.3,737.3,0.34,288.13
1753,02/14/2026 21:14:59,5.96,443.7,739.3,0.34,288.40
1754,02/14/2026 21:29:59,6.00,443.6,738.0,0.34,288.32
1755,02/14/2026 21:44:59,6.01,443.1,736.9,0.34,287.99
1756,02/14/2026 21:59:59,6.03,442.8,736.0,0.34,287.82
1757,02/14/2026 22:14:59,5.98,442.6,736.9,0.34,287.71
1758,02/14/2026 22:29:59,6.00,442.9,736.9,0.34,287.89
1759,02/14/2026 22:44:59,5.97,443.0,737.9,0.34,287.97
1760,02/14/2026 22:59:59,5.99,443.0,737.4,0.34,287.92
1761,02/14/2026 23:14:59,5.97,443.0,737.8,0.34,287.93
1762,02/14/2026 23:29:59,6.01,443.2,737.1,0.34,288.08
1763,02/14/2026 23:44:59,6.04,443.6,736.9,0.34,288.34
1764,02/14/2026 23:59:59,6.00,443.1,737.4,0.34,288.03
1765,02/15/2026 00:14:59,6.01,442.7,736.3,0.34,287.78
1766,02/15/2026 00:29:59,5.98,442.7,737.2,0.34,287.78
1767,02/15/2026 00:44:59,6.00,442.5,736.2,0.34,287.62
1768,02/15/2026 00:59:59,5.99,443.1,737.5,0.34,288.01
1769,02/15/2026 01:14:59,5.98,442.9,737.5,0.34,287.88
1770,02/15/2026 01:29:59,5.98,442.7,737.2,0.34,287.76
1771,02/15/2026 01:44:59,5.99,442.2,736.1,0.34,287.45
1772,02/15/2026 01:59:59,5.99,442.7,736.8,0.34,287.75
1773,02/15/2026 02:14:59,6.00,442.3,736.0,0.34,287.50
1774,02/15/2026 02:29:59,5.97,442.6,737.0,0.34,287.66
1775,02/15/2026 02:44:59,6.02,442.2,735.4,0.34,287.45
1776,02/15/2026 02:59:59,5.99,442.7,736.8,0.34,287.74
1777,02/15/2026 03:14:59,5.93,442.1,737.3,0.34,287.34
