SampleID,Flouride,Chloride,Nitrite,Bromide,Nitrate,Phosphate,Sulfate,Well ,PumpTest_Creek,Date,Month,Day,Year,SampleNum,MeasurementDate
P1B1 10/07,0.2266,33.7024,n.a.,1.1755,16.5744,n.a.,38.2975,P1,B,10/07,10,07,2025,1,02/26/26
P1A1 10/07,0.2465,28.2361,n.a.,1.1538,14.6389,n.a.,37.9767,P1,A,10/07,10,07,2025,1,02/26/26
P1C1 10/07 2NDVIAL,0.2657,26.5741,1.0226,1.1511,9.9993,n.a.,35.9902,P1,C,10/07,10,07,2025,1,02/26/26
P1B1 10/14,0.2261,39.0507,n.a.,1.1878,17.2969,n.a.,39.8565,P1,B,10/14,10,14,2025,1,02/26/26
P1A1 10/14,0.2257,36.8231,n.a.,n.a.,16.2738,n.a.,39.5251,P1,A,10/14,10,14,2025,1,02/26/26
P1C1 10/28,0.271,26.3838,0.963,1.1777,15.316,n.a.,40.1163,P1,C,10/28,10,28,2025,1,02/26/26
P1B1 10/28 ?,0.2334,20.054,n.a.,1.2404,n.a.,n.a.,40.2198,P1,B,10/28,10,28,2025,1,02/26/26
P1A1 10/28,0.229,34.3132,n.a.,1.1516,15.0023,n.a.,36.9275,P1,A,10/28,10,28,2025,1,02/26/26
P1C1 11/04,0.2746,27.3292,n.a.,n.a.,15.4216,n.a.,40.5677,P1,C,11/04,11,04,2025,1,02/26/26
P1B1 11/04,n.a.,43.5461,n.a.,1.1659,15.6794,n.a.,40.9511,P1,B,11/04,11,04,2025,1,02/26/26
P1A1 11/04,0.2327,34.3776,n.a.,n.a.,16.0401,n.a.,38.7534,P1,A,11/04,11,04,2025,1,02/26/26
P1C1 11/11,0.2625,26.3365,n.a.,1.1785,19.3997,n.a.,40.6922,P1,C,11/11,11,11,2025,1,02/26/26
P1B1 11/11,0.2283,43.6802,n.a.,1.1801,16.1166,n.a.,41.346,P1,B,11/11,11,11,2025,1,02/26/26
P1A1 11/11,0.2522,41.7943,n.a.,1.1869,17.5129,n.a.,44.1395,P1,A,11/11,11,11,2025,1,02/26/26
P1C1 11/18,0.3272,23.3718,n.a.,n.a.,16.5519,n.a.,34.4032,P1,C,11/18,11,18,2025,1,02/26/26
P1B1 11/18,n.a.,44.4134,n.a.,1.2058,15.8699,n.a.,41.8602,P1,B,11/18,11,18,2025,1,02/26/26
P1A1 11/18,0.2343,44.9136,n.a.,1.1658,17.7607,n.a.,43.5907,P1,A,11/18,11,18,2025,1,02/26/26
P3C1 06/02/25,0.3367,28.7085,n.a.,0.9186,15.2409,n.a.,32.5369,P3,C,06/02,06,02,2025,1,03/04/26
P2B1 10/07/25,0.3396,19.7467,n.a.,0.7141,n.a.,n.a.,33.7322,P2,B,10/07,10,07,2025,1,03/04/26
P3A1 09/30/25,0.4233,14.0141,n.a.,0.7633,50.3429,n.a.,56.803,P3,A,09/30,09,30,2025,1,03/04/26
P3A2 05/12/25,0.3246,13.8785,n.a.,0.7284,47.9938,n.a.,48.4328,P3,A,05/12,05,12,2025,2,03/04/26
P3A1 10/07/25,0.3534,14.1599,n.a.,0.6716,14.0368,n.a.,60.2238,P3,A,10/07,10,07,2025,1,03/04/26
P1B2 04/28/25,0.4104,35.8177,n.a.,0.7607,11.6605,n.a.,32.7758,P1,B,04/28,04,28,2025,2,03/04/26
P1A3 05/12/25,0.6001,34.0728,n.a.,0.7485,12.2351,n.a.,29.9443,P1,A,05/12,05,12,2025,3,03/04/26
P1B3 04/16/25,0.3461,37.5715,n.a.,0.6849,11.503,n.a.,32.5234,P1,B,04/16,04,16,2025,3,03/04/26
P2B1 07/30/25,0.3212,19.206,n.a.,0.8624,n.a.,n.a.,28.975,P2,B,07/30,07,30,2025,1,03/04/26
P2A1 09/30/25,0.3508,19.4455,n.a.,0.6744,4.7631,n.a.,36.3789,P2,A,09/30,09,30,2025,1,03/04/26
P3C1 09/16/25,0.3201,26.7419,n.a.,0.7308,11.8979,n.a.,32.1105,P3,C,09/16,09,16,2025,1,03/04/26
P3B1 05/12/25,0.3494,13.5207,n.a.,0.7328,44.3478,n.a.,47.2155,P3,B,05/12,05,12,2025,1,03/04/26
P3B1 10/07/25,0.3495,14.4942,n.a.,0.6852,49.7874,n.a.,64.7282,P3,B,10/07,10,07,2025,1,03/04/26
P1A2 04/28/25,0.3453,34.3123,n.a.,0.7011,12.2896,n.a.,29.0834,P1,A,04/28,04,28,2025,2,03/04/26
P1A3 04/28/25,0.5624,34.4134,n.a.,0.7868,12.3347,n.a.,29.2297,P1,A,04/28,04,28,2025,3,03/04/26
P1C1 09/16/25,0.3211,25.3299,0.4181,0.7535,12.7512,n.a.,32.2968,P1,C,09/16,09,16,2025,1,03/04/26
P2A1 10/07/25,0.364,20.1435,n.a.,0.6727,5.9732,n.a.,39.9158,P2,A,10/07,10,07,2025,1,03/04/26
P3B1 09/16/25,0.3784,13.9285,n.a.,0.7303,40.3713,n.a.,52.0636,P3,B,09/16,09,16,2025,1,03/04/26
P3B1 09/30/25,0.3908,13.9651,n.a.,0.7262,48.8826,n.a.,65.3112,P3,B,09/30,09,30,2025,1,03/04/26
P3C1 09/30/25,0.2819,25.9302,n.a.,0.733,13.7185,n.a.,33.6784,P3,C,09/30,09,30,2025,1,03/04/26
P3A2 04/12/25,0.3457,13.2254,n.a.,0.7192,43.1905,n.a.,67.6225,P3,A,04/12,04,12,2025,2,03/04/26
P1B3 04/21/25,0.3636,38.1521,n.a.,0.7026,11.8556,n.a.,33.2959,P1,B,04/21,04,21,2025,3,03/04/26
P1A2 05/12/25,0.2575,30.4238,n.a.,0.7214,10.0627,n.a.,21.3768,P1,A,05/12,05,12,2025,2,03/04/26
P1B2 05/12/25,0.5584,34.8284,n.a.,0.8479,10.4044,n.a.,34.7377,P1,B,05/12,05,12,2025,2,03/04/26
P2B1 09/16/25,0.3419,19.0335,n.a.,1.0557,n.a.,n.a.,12.0519,P2,B,09/16,09,16,2025,1,03/04/26
P3B1 06/02/25,0.345,15.7916,0.817,0.7253,47.2143,n.a.,49.4641,P3,B,06/02,06,02,2025,1,03/04/26
P3A2 05/26/25,0.3259,13.5254,n.a.,0.7206,46.9193,n.a.,48.1651,P3,A,05/26,05,26,2025,2,03/04/26
P3A1 04/28/25,0.332,13.2953,n.a.,0.7742,44.934,n.a.,45.8251,P3,A,04/28,04,28,2025,1,03/04/26
P3B1 04/12/25,0.2646,12.1814,n.a.,0.6948,6.7048,n.a.,39.5656,P3,B,04/12,04,12,2025,1,03/04/26
P1B3 04/28/25,0.4974,36.6648,n.a.,0.7626,11.7773,n.a.,33.3259,P1,B,04/28,04,28,2025,3,03/04/26
P1A3 04/21/25,0.4548,35.127,n.a.,n.a.,12.24,n.a.,30.4932,P1,A,04/21,04,21,2025,3,03/04/26
P1B3 05/12/25,0.5342,35.4428,n.a.,0.7527,10.286,n.a.,34.7262,P1,B,05/12,05,12,2025,3,03/04/26
P2A1 09/16/25,0.3907,19.9797,n.a.,0.7452,6.0927,n.a.,38.1175,P2,A,09/16,09,16,2025,1,03/04/26
P3A1 09/16/25,0.3889,14.6555,n.a.,0.7203,52.6598,n.a.,54.0947,P3,A,09/16,09,16,2025,1,03/04/26
P3B3 05/26/25,0.3404,13.5863,0.9433,0.7602,47.417,n.a.,49.7714,P3,B,05/26,05,26,2025,3,03/04/26
P3B2 04/28/25,0.334,13.4979,n.a.,0.7303,40.0515,n.a.,48.7264,P3,B,04/28,04,28,2025,2,03/04/26
P1A2 04/16/25,0.4015,35.5261,n.a.,0.776,12.2359,n.a.,29.3501,P1,A,04/16,04,16,2025,2,03/04/26
P1B2 04/21/25,0.5339,37.2132,n.a.,0.7806,11.5572,n.a.,32.7751,P1,B,04/21,04,21,2025,2,03/04/26
P1A3 04/16/25,0.5471,35.5552,n.a.,0.7463,12.3061,n.a.,29.5779,P1,A,04/16,04,16,2025,3,03/04/26
P1A2 04/21/25,0.3386,35.604,n.a.,0.6979,12.1037,n.a.,30.1815,P1,A,04/21,04,21,2025,2,03/04/26
P3C1 06/02/25,0.3428,28.6492,n.a.,1.856,14.4755,n.a.,32.2171,P3,C,06/02,06,02,2025,1,03/05/26
P2B1 10/7/25,0.4062,19.5215,n.a.,1.8919,1.5726,n.a.,33.6862,P2,B,10/7/,10,7/,2025,1,03/05/26
P3A1 09/30/25,0.3681,13.6236,n.a.,1.7805,48.6051,n.a.,57.1119,P3,A,09/30,09,30,2025,1,03/05/26
P3A2 05/12/25,0.3139,13.4306,n.a.,1.8181,45.8995,n.a.,48.3828,P3,A,05/12,05,12,2025,2,03/05/26
P3A1 10/07/25,0.3465,13.8656,n.a.,1.7633,49.8199,n.a.,60.2982,P3,A,10/07,10,07,2025,1,03/05/26
P1B2 04/28/25,0.3452,36.3449,n.a.,1.7912,11.1994,n.a.,32.6858,P1,B,04/28,04,28,2025,2,03/05/26
P1A3 05/12/25,0.6227,35.117,n.a.,1.8129,11.9822,n.a.,30.2961,P1,A,05/12,05,12,2025,3,03/05/26
P1B3 04/16/25,0.3778,39.0771,n.a.,1.8292,11.4153,n.a.,32.8824,P1,B,04/16,04,16,2025,3,03/05/26
P2B1 07/30/25,0.3171,18.9893,n.a.,1.7866,n.a.,n.a.,29.4491,P2,B,07/30,07,30,2025,1,03/05/26
P2A1 09/30/25,0.3468,19.3085,n.a.,1.7719,5.1722,n.a.,37.2076,P2,A,09/30,09,30,2025,1,03/05/26
P3C1 09/16/25,0.3222,26.1571,0.4171,1.8188,11.3792,n.a.,31.5919,P3,C,09/16,09,16,2025,1,03/05/26
P3B1 05/12/25,0.33,13.0926,n.a.,1.7955,42.651,n.a.,47.2678,P3,B,05/12,05,12,2025,1,03/05/26
P3B1 10/07/25,0.3826,14.1283,n.a.,1.7999,47.6454,n.a.,64.4234,P3,B,10/07,10,07,2025,1,03/05/26
P1A2 04/28/25,0.3575,35.2799,n.a.,1.8005,12.009,n.a.,29.3588,P1,A,04/28,04,28,2025,2,03/05/26
P1A3 04/28/25,0.4148,35.0762,n.a.,n.a.,11.8335,n.a.,29.58,P1,A,04/28,04,28,2025,3,03/05/26
P1C1 09/16/25,0.3141,25.265,n.a.,1.8142,12.299,n.a.,32.3821,P1,C,09/16,09,16,2025,1,03/05/26
P2A1 10/07/25,0.4148,19.9926,n.a.,1.8299,6.2939,n.a.,40.1049,P2,A,10/07,10,07,2025,1,03/05/26
P3B1 09/16/25,0.3283,13.4665,n.a.,1.7636,38.532,n.a.,52.1561,P3,B,09/16,09,16,2025,1,03/05/26
P3B1 09/30/25,0.3868,13.6941,n.a.,1.8158,47.1311,n.a.,65.5256,P3,B,09/30,09,30,2025,1,03/05/26
P3C1 09/30/25,0.2849,26.1055,n.a.,1.8077,13.5018,n.a.,34.294,P3,C,09/30,09,30,2025,1,03/05/26
P3A2 04/12/25,0.3428,13.0036,n.a.,n.a.,42.1236,n.a.,69.1931,P3,A,04/12,04,12,2025,2,03/05/26
P1B3 04/21/25,0.3578,40.022,n.a.,1.7752,11.3475,n.a.,33.2737,P1,B,04/21,04,21,2025,3,03/05/26
P1A2 05/12/25,0.246,30.8969,n.a.,1.8171,9.9792,n.a.,21.724,P1,A,05/12,05,12,2025,2,03/05/26
P1B2 05/12/25,0.4687,35.6235,n.a.,1.8382,10.087,n.a.,34.7698,P1,B,05/12,05,12,2025,2,03/05/26
P2B1 09/16/25,0.2872,18.8103,n.a.,1.8606,n.a.,n.a.,12.4001,P2,B,09/16,09,16,2025,1,03/05/26
P3B1 06/02/25,0.3464,15.3098,0.8679,1.8149,44.9492,n.a.,49.1356,P3,B,06/02,06,02,2025,1,03/05/26
P3A2 05/26/25,0.3171,13.2595,n.a.,1.7655,45.4913,n.a.,49.0915,P3,A,05/26,05,26,2025,2,03/05/26
P3A1 04/28/25,0.2949,12.8266,n.a.,1.7732,43.2062,n.a.,45.9489,P3,A,04/28,04,28,2025,1,03/05/26
P3B1 04/12/25,0.2585,11.914,n.a.,1.7845,6.8515,n.a.,39.7076,P3,B,04/12,04,12,2025,1,03/05/26
P1B3 04/28/25,0.5598,38.4979,n.a.,1.8432,11.7223,n.a.,34.062,P1,B,04/28,04,28,2025,3,03/05/26
P1A3 04/21/25,0.4732,35.7587,n.a.,1.8407,11.8881,n.a.,30.4864,P1,A,04/21,04,21,2025,3,03/05/26
P1B3 05/12/25,0.5548,36.4708,n.a.,1.8435,10.1623,n.a.,34.8575,P1,B,05/12,05,12,2025,3,03/05/26
P2A1 09/16/25,0.3807,19.6695,n.a.,1.8187,6.3358,n.a.,38.338,P2,A,09/16,09,16,2025,1,03/05/26
P3A1 09/16/25,0.3694,13.9195,n.a.,1.7989,49.1993,n.a.,51.895,P3,A,09/16,09,16,2025,1,03/05/26
P3B3 05/26/25,0.329,13.1837,0.9222,1.814,45.4688,n.a.,49.962,P3,B,05/26,05,26,2025,3,03/05/26
P3B2 04/28/25,0.3194,13.0159,n.a.,1.7927,37.9322,n.a.,48.1927,P3,B,04/28,04,28,2025,2,03/05/26
P1A2 04/16/25,0.3371,36.3869,n.a.,1.7882,11.7447,n.a.,29.355,P1,A,04/16,04,16,2025,2,03/05/26
P1B2 04/21/25,0.5336,38.372,0.9442,1.8565,11.3309,n.a.,33.1291,P1,B,04/21,04,21,2025,2,03/05/26
P1A3 04/16/25,0.5797,36.7489,n.a.,1.8503,12.075,n.a.,29.8897,P1,A,04/16,04,16,2025,3,03/05/26
P1A2 04/21/25,0.3445,36.9002,n.a.,1.7786,11.8789,n.a.,30.6583,P1,A,04/21,04,21,2025,2,03/05/26
P2B1 04/16/25,0.7575,12.7082,n.a.,1.4551,n.a.,1.7426,10.2963,P2,B,04/16,04,16,2025,1,03/09/26
P2A1 04/16/25,0.3274,17.0807,n.a.,1.4225,5.0865,2.4715,25.6682,P2,A,04/16,04,16,2025,1,03/09/26
P2B1 04/21/25,0.3281,17.1023,n.a.,1.4139,4.3011,2.4819,24.7436,P2,B,04/21,04,21,2025,1,03/09/26
P2A1 04/21/25,0.3172,19.6645,n.a.,1.4653,4.1443,2.2963,34.0473,P2,A,04/21,04,21,2025,1,03/09/26
P2B1 04/28/25,0.3287,19.4557,n.a.,1.4514,0.9913,2.2577,32.0111,P2,B,04/28,04,28,2025,1,03/09/26
P2A1 04/28/25,0.3196,19.3422,n.a.,1.4585,5.1849,2.4356,33.7186,P2,A,04/28,04,28,2025,1,03/09/26
P2B1 05/12/25,0.3273,18.5755,n.a.,1.9309,1.3265,2.9232,28.6685,P2,B,05/12,05,12,2025,1,03/09/26
P2B1 05/26/25,0.3312,18.4799,n.a.,1.4548,n.a.,2.446,25.5845,P2,B,05/26,05,26,2025,1,03/09/26
P2A1 05/26/25,0.3145,19.9067,n.a.,1.5644,8.8438,2.6786,36.9259,P2,A,05/26,05,26,2025,1,03/09/26
P2B1 06/02/25,0.3175,22.9531,n.a.,1.6692,n.a.,2.2614,34.1964,P2,B,06/02,06,02,2025,1,03/09/26
P2B1 09/16/25,0.3282,19.2837,n.a.,1.5183,n.a.,2.5267,12.6019,P2,B,09/16,09,16,2025,1,03/09/26
P2A1 09/16/25,0.336,20.2959,1.2085,1.5402,5.3283,2.4434,40.0992,P2,A,09/16,09,16,2025,1,03/09/26
P2B1 09/30/25,0.3317,19.8205,n.a.,1.635,n.a.,2.2424,30.7853,P2,B,09/30,09,30,2025,1,03/09/26
P2A1 09/30/25,0.3301,20.0382,n.a.,1.4937,3.8817,2.3588,37.8933,P2,A,09/30,09,30,2025,1,03/09/26
P2B1 10/07/25,0.3283,20.4487,n.a.,1.6937,n.a.,2.4218,35.517,P2,B,10/07,10,07,2025,1,03/09/26
P2A1 10/07/25,0.3372,20.3657,1.3042,1.5494,5.0516,2.4225,41.3909,P2,A,10/07,10,07,2025,1,03/09/26
P5C1 10/14/25,0.3508,30.4897,1.0329,1.4271,7.5621,2.1218,30.8756,P5,C,10/14,10,14,2025,1,03/09/26
P3C1 10/14/25,0.3306,31.8086,1.1459,n.a.,11.5391,2.7728,35.6036,P3,C,10/14,10,14,2025,1,03/09/26
P5C1 10/14/25,0.3444,30.3185,1.4007,1.394,6.7322,2.1063,31.0264,P5,C,10/14,10,14,2025,1,03/09/26
DOWN 10/14/25,0.3319,28.5632,1.0058,1.3933,13.3477,2.7369,34.395,DO,W,10/14,10,14,2025,N,03/09/26
DOWN 10/14/25,0.3292,29.3046,1.0284,1.4515,13.8875,2.7211,35.3401,DO,W,10/14,10,14,2025,N,03/09/26
P1B1 10/14/25,0.3948,35.4052,2.0172,1.3896,14.7113,n.a.,35.2159,P1,B,10/14,10,14,2025,1,03/09/26
P3C1 10/14/25,0.3332,31.8367,1.0675,1.4011,11.4562,2.782,35.737,P3,C,10/14,10,14,2025,1,03/09/26
P4B1 10/14/25,0.3483,23.6432,n.a.,1.4274,n.a.,2.6833,38.1421,P4,B,10/14,10,14,2025,1,03/09/26
P4A1 10/14/25,0.3429,23.1768,n.a.,1.4374,3.0582,2.9794,37.6396,P4,A,10/14,10,14,2025,1,03/09/26
P4A1 10/14/25,0.3423,23.1012,n.a.,1.4411,3.034,2.9918,37.6433,P4,A,10/14,10,14,2025,1,03/09/26
P5B1 10/14/25,0.3924,14.9147,n.a.,1.3669,2.4757,2.7322,47.3616,P5,B,10/14,10,14,2025,1,03/09/26
P1A1 10/14/25,0.385,33.6714,n.a.,1.3799,12.6699,n.a.,34.8869,P1,A,10/14,10,14,2025,1,03/09/26
P2B1 10/14/25,0.3477,16.7075,n.a.,1.4029,n.a.,2.7137,34.909,P2,B,10/14,10,14,2025,1,03/09/26
P4B1 10/14/25,0.3441,23.4922,n.a.,1.4294,0.9497,2.7887,38.0431,P4,B,10/14,10,14,2025,1,03/09/26
P3A1 10/14/25,0.4065,13.9699,n.a.,1.3918,48.8087,n.a.,69.7738,P3,A,10/14,10,14,2025,1,03/09/26
P3B1 10/14/25,0.3789,14.287,n.a.,1.3976,48.9576,n.a.,70.5755,P3,B,10/14,10,14,2025,1,03/09/26
P4A1 11/11/25,0.3884,23.2587,n.a.,1.5565,3.8324,n.a.,37.8537,P4,A,11/11,11,11,2025,1,03/10/26
P3B1 11/11/25,0.4242,13.1661,n.a.,1.5433,45.3239,n.a.,66.0925,P3,B,11/11,11,11,2025,1,03/10/26
P3A1 11/11/25,0.4397,13.379,n.a.,1.5279,47.3949,n.a.,63.685,P3,A,11/11,11,11,2025,1,03/10/26
P2B1 11/11/25,0.4162,18.5767,n.a.,1.5418,3.4277,n.a.,37.9123,P2,B,11/11,11,11,2025,1,03/10/26
P3C1 11/11/25,0.3725,24.746,n.a.,1.5754,16.4731,n.a.,34.7427,P3,C,11/11,11,11,2025,1,03/10/26
P5B1 11/11/25,0.3833,14.145,n.a.,1.5801,2.4424,n.a.,45.4004,P5,B,11/11,11,11,2025,1,03/10/26
P4B1 11/11/25,0.3867,23.2023,n.a.,1.557,2.6675,n.a.,38.479,P4,B,11/11,11,11,2025,1,03/10/26
P2A1 11/11/25,0.4239,20.2306,n.a.,1.5219,7.2227,n.a.,41.6048,P2,A,11/11,11,11,2025,1,03/10/26
P5A1 11/11/25,0.4194,15.0926,n.a.,1.602,2.6392,n.a.,45.5738,P5,A,11/11,11,11,2025,1,03/10/26
P5C1 11/11/25,0.3758,26.0457,n.a.,1.5908,14.2035,n.a.,35.1373,P5,C,11/11,11,11,2025,1,03/10/26
P3A1 11/04/25,0.4275,13.7123,n.a.,1.5579,47.6044,n.a.,65.1945,P3,A,11/04,11,04,2025,1,03/10/26
P5C1 11/04/25,0.3777,24.8965,n.a.,1.5804,10.7226,n.a.,32.1962,P5,C,11/04,11,04,2025,1,03/10/26
P3B1 11/04/25,0.4483,14.0449,1.0644,1.5701,44.8077,n.a.,70.7876,P3,B,11/04,11,04,2025,1,03/10/26
P5B1 11/04/25,0.4327,15.2209,n.a.,1.5669,2.2661,n.a.,47.0688,P5,B,11/04,11,04,2025,1,03/10/26
P4A1 11/04/25,0.3775,22.3825,n.a.,1.5748,3.2874,n.a.,35.4589,P4,A,11/04,11,04,2025,1,03/10/26
P5B1 11/04/25,0.4157,15.0711,n.a.,1.5417,2.1646,n.a.,46.2412,P5,B,11/04,11,04,2025,1,03/10/26
P2A1 11/04/25,0.4555,20.0029,n.a.,1.5839,6.4743,n.a.,40.6056,P2,A,11/04,11,04,2025,1,03/10/26
P4B1 11/04/25,0.3849,23.3568,n.a.,1.5871,1.8631,n.a.,36.908,P4,B,11/04,11,04,2025,1,03/10/26
P3B1 11/04/25,0.4391,13.5803,1.0819,1.5579,43.09,n.a.,68.0733,P3,B,11/04,11,04,2025,1,03/10/26
P1B1 11/04/25,0.3577,10.4746,n.a.,n.a.,4.7093,n.a.,10.2133,P1,B,11/04,11,04,2025,1,03/10/26
P5A1 11/04/25,0.422,15.3802,0.9237,1.5364,2.6892,n.a.,45.2384,P5,A,11/04,11,04,2025,1,03/10/26
P2B1 11/04/25,0.4071,18.7192,n.a.,1.5466,3.6402,n.a.,36.8091,P2,B,11/04,11,04,2025,1,03/10/26
P3C1 11/04/25,0.3711,25.2339,n.a.,1.5885,12.9046,n.a.,34.3214,P3,C,11/04,11,04,2025,1,03/10/26
P1C1 11/04/25,0.3737,23.9883,n.a.,1.5667,13.8039,n.a.,34.1143,P1,C,11/04,11,04,2025,1,03/10/26
P4A1 11/04/25,0.3817,22.5748,n.a.,1.5849,3.3574,n.a.,35.9639,P4,A,11/04,11,04,2025,1,03/10/26
P3A1 11/04/25,0.4168,14.0174,n.a.,1.5306,48.8377,n.a.,67.061,P3,A,11/04,11,04,2025,1,03/10/26
P2A1 11/04/25,0.436,19.6962,n.a.,1.5534,6.3551,n.a.,39.9052,P2,A,11/04,11,04,2025,1,03/10/26
P1A1 11/04/25,0.4294,31.2688,n.a.,1.5585,10.3238,n.a.,33.5528,P1,A,11/04,11,04,2025,1,03/10/26
P5A1 11/04/25,0.4125,15.7125,n.a.,1.5248,2.6651,n.a.,45.5059,P5,A,11/04,11,04,2025,1,03/10/26
P4B1 11/04/25,0.3916,23.6281,n.a.,1.5662,1.8308,n.a.,37.2637,P4,B,11/04,11,04,2025,1,03/10/26
P2B1 11/04/25,0.4224,19.0928,n.a.,1.5475,3.6812,n.a.,37.5576,P2,B,11/04,11,04,2025,1,03/10/26
P3C1 11/04/25,0.3748,25.7188,n.a.,1.6321,13.4357,n.a.,35.2158,P3,C,11/04,11,04,2025,1,03/10/26
P5C1 11/04/25,0.3723,26.2085,n.a.,1.6079,11.0284,n.a.,34.2321,P5,C,11/04,11,04,2025,1,03/10/26
P4A1 11/11/25,0.3635,23.4703,n.a.,1.5293,3.8164,n.a.,39.2018,P4,A,11/11,11,11,2025,1,03/11/26
P3B1 11/11/25,0.3898,13.0397,n.a.,1.498,44.4587,n.a.,66.9807,P3,B,11/11,11,11,2025,1,03/11/26
P3A1 11/11/25,0.4154,13.4113,n.a.,1.5056,47.0579,n.a.,65.5228,P3,A,11/11,11,11,2025,1,03/11/26
P2B1 11/11/25,0.399,18.3553,n.a.,1.513,4.2729,n.a.,38.3803,P2,B,11/11,11,11,2025,1,03/11/26
P3C1 11/11/25,0.3586,25.2478,n.a.,1.561,16.5576,2.3111,36.2444,P3,C,11/11,11,11,2025,1,03/11/26
P5B1 11/11/25,0.3715,14.3119,n.a.,n.a.,2.3097,1.7924,46.8709,P5,B,11/11,11,11,2025,1,03/11/26
P4B1 11/11/25,0.3683,23.4974,n.a.,1.5433,2.655,n.a.,39.8093,P4,B,11/11,11,11,2025,1,03/11/26
P2A1 11/11/25,0.4038,19.9338,n.a.,1.5142,7.0084,2.545,42.2126,P2,A,11/11,11,11,2025,1,03/11/26
P5A1 11/11/25,0.4057,14.9668,n.a.,1.5315,2.5615,2.6673,46.8172,P5,A,11/11,11,11,2025,1,03/11/26
P5C1 11/11/25,0.3587,26.1738,n.a.,1.5624,14.0684,2.2673,36.0028,P5,C,11/11,11,11,2025,1,03/11/26
P3A1 11/04/25,0.4027,14.0844,n.a.,1.4935,48.5054,n.a.,68.9307,P3,A,11/04,11,04,2025,1,03/11/26
P5C1 11/04/25,0.363,26.2281,n.a.,1.5819,11.134,2.2814,34.8328,P5,C,11/04,11,04,2025,1,03/11/26
P3B1 11/04/25,0.4028,13.6603,0.9594,1.5057,43.2018,n.a.,70.3022,P3,B,11/04,11,04,2025,1,03/11/26
P5B1 11/04/25,0.3994,14.9762,n.a.,1.5115,2.1147,2.1485,47.3019,P5,B,11/04,11,04,2025,1,03/11/26
P4A1 11/04/25,0.3619,22.7909,n.a.,1.5332,3.2452,n.a.,12.4604,P4,A,11/04,11,04,2025,1,03/11/26
P5B1 11/04/25,0.3957,15.1376,n.a.,1.5131,2.0802,2.1107,47.5577,P5,B,11/04,11,04,2025,1,03/11/26
P2A1 11/04/25,0.4005,19.7847,n.a.,1.5174,6.2147,n.a.,41.2957,P2,A,11/04,11,04,2025,1,03/11/26
P4B1 11/04/25,0.385,23.5624,n.a.,1.5599,1.8356,n.a.,38.1741,P4,B,11/04,11,04,2025,1,03/11/26
P3B1 11/04/25,0.4003,13.5045,1.0061,1.5064,42.5246,n.a.,69.5298,P3,B,11/04,11,04,2025,1,03/11/26
P1B1 11/04/25,0.4229,39.2357,n.a.,1.5562,15.2247,n.a.,36.011,P1,B,11/04,11,04,2025,1,03/11/26
P5A1* 11/04/25,0.4035,15.2728,0.8872,1.5253,2.6481,2.2558,46.0657,P5,A, 11/0, 1,/0,2025,1,03/11/26
P2B1 11/04/25,0.4275,18.7779,n.a.,1.5484,3.6313,n.a.,37.7384,P2,B,11/04,11,04,2025,1,03/11/26
P3C1 11/04/25,0.357,25.3135,n.a.,1.5567,12.7586,2.2023,35.4078,P3,C,11/04,11,04,2025,1,03/11/26
P1C1 11/04/25,0.3655,24.2324,n.a.,1.5693,13.7367,2.3294,35.0858,P1,C,11/04,11,04,2025,1,03/11/26
P4A1 11/04/25,0.3843,22.8201,n.a.,1.5516,3.3053,n.a.,37.1429,P4,A,11/04,11,04,2025,1,03/11/26
P3A1 11/04/25,0.4045,14.0791,n.a.,1.514,48.6545,n.a.,69.0149,P3,A,11/04,11,04,2025,1,03/11/26
P2A1 11/04/25,0.4028,19.8035,n.a.,1.5056,6.2368,2.5017,41.2292,P2,A,11/04,11,04,2025,1,03/11/26
P1A1 11/04/25,0.4203,31.0733,n.a.,1.5334,5.8136,n.a.,34.0993,P1,A,11/04,11,04,2025,1,03/11/26
P5A1 11/04/25,0.4002,15.9284,n.a.,1.5131,2.6,n.a.,47.3748,P5,A,11/04,11,04,2025,1,03/11/26
P4B1 11/04/25,0.3917,23.7859,n.a.,n.a.,1.8219,n.a.,38.3528,P4,B,11/04,11,04,2025,1,03/11/26
P2B1 11/04/25,0.4144,19.0645,n.a.,1.5243,3.6123,n.a.,38.3957,P2,B,11/04,11,04,2025,1,03/11/26
P3C1 11/04/25,0.3623,25.6576,n.a.,1.5993,13.2033,2.5477,36.0518,P3,C,11/04,11,04,2025,1,03/11/26
P5C1 11/04/25,0.3622,26.4523,n.a.,1.5765,10.922,2.185,35.0126,P5,C,11/04,11,04,2025,1,03/11/26
P5B1 09/30/25,0.4007,9.012,n.a.,1.4977,1.1954,2.1153,45.6305,P5,B,09/30,09,30,2025,1,03/11/26
P4A1 09/30/25,0.3726,22.56,n.a.,1.5562,3.5042,n.a.,32.7621,P4,A,09/30,09,30,2025,1,03/11/26
P4B1 10/07/25,0.3629,22.3966,n.a.,1.5935,1.7742,n.a.,35.6462,P4,B,10/07,10,07,2025,1,03/11/26
P4B1 10/07/25,0.3553,22.3975,n.a.,1.5648,1.7759,n.a.,35.1061,P4,B,10/07,10,07,2025,1,03/11/26
P4B1 09/30/25,0.3452,19.0772,n.a.,1.8233,n.a.,2.3693,10.6223,P4,B,09/30,09,30,2025,1,03/11/26
