Sample,Calcium,Magnesium,Potassium,Ammonium,Sodium,Lithium,MeasurementDate,Well ,PumpTest_Creek,SampleNum,Date,Dilution
P4A1 05/12/2026,31.8476,12.8825,0.6309,n.a.,4.3756,n.a.,06-26-2026,P4,A,1,05/12/2026,1:1
P4A1 05/12/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P4,A,1,05/12/2026,1:4
P4A1 05/12/2026 1:4,17.7346,7.3377,0.2149,n.a.,2.5477,n.a.,,P4,A,1,05/12/2026,1:4
P4B1 05/12/2026,29.5097,12.2219,0.5584,n.a.,3.9756,n.a.,06-26-2026,P4,B,1,05/12/2026,1:1
P4B1 05/12/2026 1:4,15.2783,6.3758,0.1391,n.a.,2.1233,n.a.,,P4,B,1,05/12/2026,1:4
P4B1 05/12/2026 1:4,15.4562,6.4685,0.1557,n.a.,2.1712,n.a.,,P4,B,1,05/12/2026,1:4
P5A1 05/12/2026,29.8288,9.8358,0.6193,n.a.,2.6239,n.a.,06-26-2026,P5,A,1,05/12/2026,1:1
P5A1 05/12/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P5,A,1,05/12/2026,1:4
P5A1 05/12/2026 1:4,17.2066,6.0331,0.2403,n.a.,1.6086,n.a.,,P5,A,1,05/12/2026,1:4
P5B1 05/12/2026,31.3469,10.1969,0.505,n.a.,2.3934,n.a.,06-26-2026,P5,B,1,05/12/2026,1:1
P5B1 05/12/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P5,B,1,05/12/2026,1:4
P5B1 05/12/2026 1:4,17.6749,5.9766,0.1573,n.a.,1.3916,n.a.,,P5,B,1,05/12/2026,1:4
P5C1 05/12/2026,24.3394,10.6894,0.4375,n.a.,3.6296,n.a.,06-26-2026,P5,C,1,05/12/2026,1:1
P5C1 05/12/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P5,C,1,05/12/2026,1:4
P5C1 05/12/2026 1:4,10.641,4.7741,0.0497,n.a.,1.639,n.a.,,P5,C,1,05/12/2026,1:4
P1A1 05/19/2026,32.8681,11.7033,0.3733,n.a.,4.4705,n.a.,06-26-2026,P1,A,1,05/19/2026,1:1
P1C1 05/19/2026,22.8961,9.4815,0.5141,n.a.,3.0529,n.a.,06-26-2026,P1,C,1,05/19/2026,1:1
P2A1 05/19/2026,33.2108,12.8556,0.6267,n.a.,2.9159,n.a.,06-26-2026,P2,A,1,05/19/2026,1:1
P2B1 05/19/2026,33.135,12.8073,0.6004,n.a.,2.8343,n.a.,06-26-2026,P2,B,1,05/19/2026,1:1
P3A1 05/19/2026,31.7632,12.6696,0.3473,n.a.,1.9845,n.a.,06-26-2026,P3,A,1,05/19/2026,1:1
P3B1 05/19/2026,31.5011,12.7012,0.3588,0.0942,2.0506,n.a.,06-26-2026,P3,B,1,05/19/2026,1:1
P3C1 05/19/2026,21.9864,9.2305,0.5232,n.a.,3.1043,n.a.,06-26-2026,P3,C,1,05/19/2026,1:1
P4A1 05/19/2026,30.9466,12.6434,0.6596,n.a.,4.4416,n.a.,06-26-2026,P4,A,1,05/19/2026,1:1
P4B1 05/19/2026,31.5102,12.972,0.6568,n.a.,4.3594,n.a.,06-26-2026,P4,B,1,05/19/2026,1:1
P5A1 05/19/2026,32.4788,11.1408,0.7109,n.a.,3.6441,n.a.,06-26-2026,P5,A,1,05/19/2026,1:1
P5C1 05/19/2026,20.2467,8.6338,0.5263,n.a.,3.1024,n.a.,06-26-2026,P5,C,1,05/19/2026,1:1
P1B1 05/19/26,34.3257,11.9935,0.417,0.1136,4.6938,n.a.,06-26-2026,P1,B,1,05/19/26,1:1
P5B1 05/19/26,30.6774,9.9698,0.5124,n.a.,2.2966,n.a.,06-26-2026,P5,B,1,05/19/26,1:1
P1C1 06/02/2026 1:4,5.9481,6.306,0.0267,n.a.,3.445,n.a.,7/21/26,P1,C,1,06/02/2026,1:4
P1C1 06/02/2026 1:4,5.9481,6.306,0.0267,n.a.,3.445,n.a.,8/6/26,P1,C,1,06/02/2026,1:4
P3B1 06/02/2026 1:4,7.4544,7.1223,0.0098,n.a.,2.7953,n.a.,9/9/2026,P3,B,1,06/02/2026,1:4
P5B1 06/02/2026 1:4,7.354,5.6282,0.0498,n.a.,2.7845,n.a.,7/26/2026,P5,B,1,06/02/2026,1:4
P1A1 06/16/2026,33.5757,11.8045,0.458,n.a.,4.7239,n.a.,06-26-2026,P1,A,1,06/16/2026,1:1
P1A1 06/16/2026 1:4,20.0406,6.9446,0.2597,n.a.,2.8334,n.a.,06-24-2026,P1,A,1,06/16/2026,1:4
P1A1 06/16/2026 1:4,19.5537,6.9321,0.122,n.a.,2.7951,n.a.,,P1,A,1,06/16/2026,1:4
P1A1 06/16/2026 1:4,0.4003,0.1055,n.a.,n.a.,n.a.,n.a.,,P1,A,1,06/16/2026,1:4
P1B1 06/16/2026,35.4239,12.1555,0.4669,n.a.,4.9227,n.a.,06-26-2026,P1,B,1,06/16/2026,1:1
P1B1 06/16/2026 1:4,20.2498,6.8194,0.249,n.a.,2.8262,n.a.,06-24-2026,P1,B,1,06/16/2026,1:4
P1B1 06/16/2026 1:4,19.5532,6.7316,0.1057,n.a.,2.739,n.a.,,P1,B,1,06/16/2026,1:4
P1B1 06/16/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P1,B,1,06/16/2026,1:4
P1B1 06/16/2026 1:4,20.2772,6.9443,0.109,n.a.,2.8882,n.a.,,P1,B,1,06/16/2026,1:4
P1C1 06/16/2026,28.5475,11.7211,0.4929,n.a.,3.6316,n.a.,06-26-2026,P1,C,1,06/16/2026,1:1
P1C1 06/16/2026 1:4,17.0451,6.8539,0.2806,n.a.,2.1676,n.a.,06-24-2026,P1,C,1,06/16/2026,1:4
P1C1 06/16/2026 1:4,16.5242,6.8534,0.1441,n.a.,2.1639,n.a.,,P1,C,1,06/16/2026,1:4
P1C1 06/16/2026 1:4,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,P1,C,1,06/16/2026,1:4
P2A1 06/16/2026,21.8604,8.2826,n.a.,n.a.,1.9856,n.a.,06-26-2026,P2,A,1,06/16/2026,1:1
P2A1 06/16/2026 1:4,13.2266,4.9807,0.2354,n.a.,1.2135,n.a.,06-24-2026,P2,A,1,06/16/2026,1:4
P2A1 06/16/2026 1:4,13.1514,5.1222,0.101,n.a.,1.2743,n.a.,,P2,A,1,06/16/2026,1:4
P2A1 06/16/2026 1:4,10.1176,4.0021,0.0622,n.a.,0.9957,n.a.,,P2,A,1,06/16/2026,1:4
P2B1 06/16/2026 1:4,14.6675,5.5268,n.a.,n.a.,1.3015,n.a.,06-24-2026,P2,B,1,06/16/2026,1:4
P2B1 06/16/2026 1:4,14.5995,5.6933,0.1215,n.a.,1.367,n.a.,,P2,B,1,06/16/2026,1:4
P2B1 06/16/2026 1:4,11.8265,4.5753,0.0859,n.a.,1.1088,n.a.,,P2,B,1,06/16/2026,1:4
P3A1 06/16/2026,32.1514,12.6838,0.3942,n.a.,1.9853,n.a.,06-26-2026,P3,A,1,06/16/2026,1:1
P3C1 06/16/2026,27.58,11.6011,0.4696,n.a.,3.7342,n.a.,06-26-2026,P3,C,1,06/16/2026,1:1
P4A1 06/16/2026,31.4267,12.8907,0.7573,n.a.,4.5414,n.a.,06-26-2026,P4,A,1,06/16/2026,1:1
P5A1 06/16/2026,29.0527,9.4921,n.a.,n.a.,2.5626,n.a.,06-26-2026,P5,A,1,06/16/2026,1:1
P5B1 06/16/2026,31.1248,10.1525,0.5515,n.a.,2.2406,n.a.,06-26-2026,P5,B,1,06/16/2026,1:1
P5C1 06/16/2026,25.2092,11.2188,0.4746,n.a.,3.92,n.a.,06-26-2026,P5,C,1,06/16/2026,1:1
P2B1 06/16/26,23.3579,8.925,n.a.,n.a.,2.0631,n.a.,06-26-2026,P2,B,1,06/16/26,1:1
P3B1 06/16/26,32.3321,12.8372,0.3821,n.a.,2.0222,n.a.,06-26-2026,P3,B,1,06/16/26,1:1
P4B1 06/16/26,30.826,12.7985,0.6844,n.a.,4.4701,n.a.,06-26-2026,P4,B,1,06/16/26,1:1
P5C1 09/16/2025 1:4,18.8201,6.5137,0.1975,n.a.,2.9501,n.a.,7/28/2026,P5,C,1,09/16/2025,1:4
P5C1 09/16/2025 1:4,18.1104,6.2913,0.1814,n.a.,2.845,n.a.,8/18/2026,P5,C,1,09/16/2025,1:4
P1A1 09/18/2025 1:4,9.2811,6.5972,0.0989,n.a.,3.2671,n.a.,8/7/2026,P1,A,1,09/18/2025,1:4
P1A1 09/30/2025 1:4,5.1162,6.7251,0.1117,n.a.,2.7221,n.a.,7/21/26,P1,A,1,09/30/2025,1:4
P1A1 09/30/2025 1:4,5.1162,6.7251,0.1117,n.a.,2.7221,n.a.,8/6/26,P1,A,1,09/30/2025,1:4
P4A1 09/30/2025 1:4,13.6006,7.7324,0.2385,n.a.,2.2309,n.a.,9/14/2026,P4,A,1,09/30/2025,1:4
P4A1 09/30/2025 1:4,12.4354,7.1837,0.2044,n.a.,2.0777,n.a.,9/21/2026,P4,A,1,09/30/2025,1:4
P4B1 09/30/2025 1:4,6.2249,7.9223,0.3423,n.a.,2.6994,n.a.,9/5/2026,P4,B,1,09/30/2025,1:4
P5A1 09/30/2025 1:4,7.3728,5.2372,0.1888,n.a.,1.3438,n.a.,7/24/2026,P5,A,1,09/30/2025,1:4
P5A1 09/30/2025 1:4,7.2612,5.4701,0.2123,n.a.,1.4057,n.a.,8/20/2026,P5,A,1,09/30/2025,1:4
P5B1 09/30/2025 1:4,12.7014,5.5721,0.1275,n.a.,1.4439,n.a.,8/25/2026,P5,B,1,09/30/2025,1:4
P5B1 09/30/2025 1:4,9.0127,5.3982,0.1163,n.a.,1.4075,n.a.,9/6/2026,P5,B,1,09/30/2025,1:4
P5C1 09/30/2025 1:4,7.5037,6.5921,0.1677,n.a.,2.1823,n.a.,8/14/2026,P5,C,1,09/30/2025,1:4
P5C1 09/30/2025 1:4,7.4486,6.4955,0.1602,n.a.,2.1546,n.a.,8/21/2026,P5,C,1,09/30/2025,1:4
P1C1 09/30/2025 1:4,6.1797,6.6864,0.1147,n.a.,2.0185,n.a.,7/21/26,P1,C,1,09/30/2025,1:4
P1C1 09/30/2025 1:4,6.1797,6.6864,0.1147,n.a.,2.0185,n.a.,8/6/26,P1,C,1,09/30/2025,1:4
P1C1 10/07/2025 1:4,8.3597,6.4186,0.1303,n.a.,1.9072,n.a.,7/21/26,P1,C,1,10/07/2025,1:4
P1C1 10/07/2025 1:4,5.3533,6.1565,0.1247,n.a.,1.8681,n.a.,7/21/26,P1,C,1,10/07/2025,1:4
P1C1 10/07/2025 1:4,8.3597,6.4186,0.1303,n.a.,1.9072,n.a.,8/6/26,P1,C,1,10/07/2025,1:4
1.0625 ppm Ca,1.0057,0.5287,1.2562,n.a.,0.5433,0.1191,06-24-2026,NA,NA,NA,NA,1:1
2.125 ppm Ca,2.0577,1.0714,2.5153,0.38,1.0577,0.241,06-24-2026,NA,NA,NA,NA,1:1
4.25 ppm Ca,4.2792,2.2319,5.2964,0.8553,2.2849,0.5038,06-24-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.6804,4.5461,10.7279,1.7158,4.6015,1.0212,06-24-2026,NA,NA,NA,NA,1:1
17 ppm Ca,16.9144,8.9903,20.8917,2.8779,8.9501,1.99,06-24-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.7019,4.5549,10.7479,1.7188,4.6074,1.023,06-24-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.6854,4.5572,10.7405,1.718,4.6143,1.0229,06-24-2026,NA,NA,NA,NA,1:1
1:4 Tap Compare,3.6237,1.1662,0.291,n.a.,28.0206,n.a.,06-24-2026,NA,NA,NA,NA,1:4
1:4 Tap Compare,3.6138,1.1645,0.2916,n.a.,28.0183,n.a.,06-24-2026,NA,NA,NA,NA,1:4
1.5625 ppm Ca test,2.5192,1.1982,2.5174,1.7704,0.9904,0.2358,06-24-2026,NA,NA,NA,NA,1:1
3.125 ppm Ca test,3.0728,1.4561,3.0644,2.1246,1.1846,0.2848,06-24-2026,NA,NA,NA,NA,1:1
6.25 ppm Ca test,6.4381,3.0744,6.4696,3.9489,2.4705,0.6047,06-24-2026,NA,NA,NA,NA,1:1
12.50 ppm Ca test,12.4984,5.9947,12.6505,6.514,4.7116,1.159,06-24-2026,NA,NA,NA,NA,1:1
1.0625 ppm Ca,0.9557,0.5142,1.1829,n.a.,0.5158,0.1128,06-26-2026,NA,NA,NA,NA,1:1
2.125 ppm Ca,2.1138,1.1046,2.595,0.4038,1.0887,0.248,06-26-2026,NA,NA,NA,NA,1:1
4.25 ppm Ca,4.2632,2.2249,5.2719,0.8507,2.2802,0.5032,06-26-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.7,4.5402,10.7626,1.7216,4.6056,1.0216,06-26-2026,NA,NA,NA,NA,1:1
17 ppm Ca,16.9048,8.9917,20.875,2.8745,8.9471,1.9894,06-26-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.7308,4.5605,10.7964,1.7208,4.6311,1.0266,06-26-2026,NA,NA,NA,NA,1:1
8.5 ppm Ca,8.4535,4.4188,10.433,1.6767,4.4834,0.9953,06-26-2026,NA,NA,NA,NA,1:1
1:4 Tap dilution,8.0862,2.5666,0.3492,n.a.,23.288,n.a.,06-26-2026,NA,NA,NA,NA,1:4
1:4 Tap dilution,8.0222,2.5452,0.3563,n.a.,23.1462,n.a.,06-26-2026,NA,NA,NA,NA,1:4
1.0625 ppm Ca Thermo,0.9938,0.5417,1.1335,n.a.,0.5944,0.1146,,NA,NA,NA,NA,1:1
6.25 PPM Ca Ricca,9.0312,4.5202,9.2264,6.0758,3.5343,0.9214,,NA,NA,NA,NA,1:1
12.5 ppm Ca Ricca,14.1688,7.09,14.4505,9.245,5.4403,1.4399,,NA,NA,NA,NA,1:1
17 ppm Ca Thermo,17.3596,9.5132,21.5853,2.4079,9.1463,2.1982,,NA,NA,NA,NA,1:1
25 ppm Ca Ricca,25.4255,12.6628,25.5238,11.5085,10.2743,2.5133,,NA,NA,NA,NA,1:1
1:4 Tap Compare,3.5212,1.1973,0.1581,n.a.,27.8312,n.a.,,NA,NA,NA,NA,1:4
1:4 Tap Compare,3.5049,1.1928,0.1551,n.a.,27.7757,n.a.,,NA,NA,NA,NA,1:4
3.12 ppm Ca Ricca,3.0727,1.5355,3.0531,1.1873,1.2747,0.3063,,NA,NA,NA,NA,1:1
6.25 ppm Ca Ricca,6.3493,3.1635,6.4675,4.1257,2.4983,0.6386,,NA,NA,NA,NA,1:1
12.5 ppm Ca Ricca,12.5723,6.2882,12.8152,8.3146,4.8533,1.2813,,NA,NA,NA,NA,1:1
1.5625 PPM RICCA,1.4734,0.7335,1.3738,n.a.,0.6561,0.1376,,NA,NA,NA,NA,1:1
3.125 PPM RICCA,3.1355,1.561,3.0836,1.2043,1.2838,0.3098,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,6.3909,3.1905,6.4744,4.0913,2.5319,0.6489,,NA,NA,NA,NA,1:1
12.5 PPM RICCA,12.4084,6.2118,12.5897,8.1702,4.8347,1.2618,,NA,NA,NA,NA,1:1
25 PPM RICCA,25.0149,12.5059,24.916,11.4345,10.0685,2.4909,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,6.3889,3.1943,6.4802,4.1081,2.5344,0.6485,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,6.3119,3.1574,6.391,4.0411,2.5049,0.6423,,NA,NA,NA,NA,1:1
1.0625 PPM CA THERMO,1.0342,0.5593,1.156,n.a.,0.6042,0.1178,,NA,NA,NA,NA,1:1
2.125 PPM CA THERMO,2.0235,1.104,2.4425,n.a.,1.1157,0.2491,,NA,NA,NA,NA,1:1
4.25 PPM CA THERMO,4.3206,2.3635,5.3866,n.a.,2.3917,0.5514,,NA,NA,NA,NA,1:1
8.50 PPM CA THERMO,8.5519,4.6607,10.725,0.4144,4.6079,1.0895,,NA,NA,NA,NA,1:1
17 PPM CA THERMO,17.8883,9.5688,21.6466,2.4214,9.1906,2.2095,,NA,NA,NA,NA,1:1
1:4 LIME 3,9.0124,1.8555,0.3312,n.a.,0.3012,n.a.,,NA,NA,NA,NA,1:4
1:4 LIME 2,7.6249,1.809,0.4061,n.a.,0.343,n.a.,,NA,NA,NA,NA,1:4
1:4 LIME 1,7.0286,1.7421,0.2938,n.a.,0.3392,n.a.,,NA,NA,NA,NA,1:4
1:4 SW3,0.4868,0.1497,0.4726,n.a.,0.1075,n.a.,,NA,NA,NA,NA,1:4
1:4 SW2,0.5824,0.1866,0.478,n.a.,0.1151,n.a.,,NA,NA,NA,NA,1:4
1:4 SW1,0.4789,0.152,0.5115,n.a.,0.1081,n.a.,,NA,NA,NA,NA,1:4
1:2 SW3,0.8676,0.2766,0.8616,n.a.,0.1315,n.a.,,NA,NA,NA,NA,1:2
1:2 SW2,0.8042,0.2526,0.6797,n.a.,0.1286,n.a.,,NA,NA,NA,NA,1:2
1:2 SW1,0.8596,0.2654,0.7952,n.a.,0.134,n.a.,,NA,NA,NA,NA,1:2
1:1 SW3,1.074,0.3251,0.9905,n.a.,0.1553,n.a.,,NA,NA,NA,NA,1:1
1:1 SW2,1.3142,0.4266,1.6897,n.a.,0.1707,n.a.,,NA,NA,NA,NA,1:1
1:1 SW2,1.0169,0.3037,0.9322,n.a.,0.1751,n.a.,,NA,NA,NA,NA,1:1
3.125 PPM Ca Test,3.1124,1.5526,3.0716,1.199,1.2807,0.3081,,NA,NA,NA,NA,1:1
6.25 ppm Ca test,6.3361,3.1619,6.4124,4.0626,2.5088,0.6429,,NA,NA,NA,NA,1:1
12.50 ppm Ca test,12.6647,6.3353,12.9166,8.3575,4.8848,1.2871,,NA,NA,NA,NA,1:1
1.5625 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
3.125 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
12.5 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
25 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
1.0625 PPM CA THERMO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
2.125 PPM CA THERMO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
4.25 PPM CA THERMO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
8.50 PPM CA THERMO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
17 PPM CA THERMO,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,NA,NA,NA,NA,1:1
1.5625 PPM RICCA,1.4342,0.6607,1.28,n.a.,0.4926,0.1239,,NA,NA,NA,NA,1:1
3.125 PPM RICCA,3.2701,1.5967,3.2126,1.5706,1.275,0.322,,NA,NA,NA,NA,1:1
6.25 PPM RICCA,6.2814,3.1349,6.3878,3.7326,2.5472,0.6419,,NA,NA,NA,NA,1:1
12.5 PPM RICCA,12.4396,6.2567,12.6696,7.0384,5.1338,1.2766,,NA,NA,NA,NA,1:1
25 PPM RICCA,25.0125,12.4974,24.8874,12.01,9.9265,2.4846,,NA,NA,NA,NA,1:1
1.5625 PPM RICCA,1.4565,0.6858,1.3161,n.a.,0.5186,0.1307,,NA,NA,NA,NA,1:1
3.125 PPM RICCA,3.1193,1.5536,3.0853,1.387,1.2525,0.3213,,NA,NA,NA,NA,1:1
12.5 PPM RICCA,12.0039,6.1627,12.0683,6.2564,5.0254,1.2628,,NA,NA,NA,NA,1:1
25 PPM RICCA,24.5652,12.4708,23.8584,11.3679,10.3477,2.5999,,NA,NA,NA,NA,1:1
1.5625 PPM RICCA,1.4609,0.6895,1.3321,n.a.,0.5072,0.1325,,NA,NA,NA,NA,1:1
3.125 PPM RICCA,n.a.,n.a.,3.0882,1.3429,1.2246,0.3139,,NA,NA,NA,NA,1:1
P1C1 10/07/2025 1:4,5.3533,6.1565,0.1247,n.a.,1.8681,n.a.,8/6/26,P1,C,1,10/07/2025,1:4
P4A1 10/07/2025 1:4,7.4272,8.1105,0.2633,n.a.,2.4052,n.a.,9/17/2026,P4,A,1,10/07/2025,1:4
P4A1 10/07/2025 1:4,6.4564,8.0692,0.2596,n.a.,2.3919,n.a.,9/20/2026,P4,A,1,10/07/2025,1:4
P4B1 10/07/2025 1:4,10.9378,8.0385,0.2412,n.a.,2.6065,n.a.,9/2/2026,P4,B,1,10/07/2025,1:4
P4B1 10/07/2025 1:4,8.2082,6.681,0.1581,n.a.,2.1741,n.a.,9/27/2026,P4,B,1,10/07/2025,1:4
P5A1 10/07/2025 1:4,7.2077,5.6709,0.3009,n.a.,1.373,n.a.,8/26/2026,P5,A,1,10/07/2025,1:4
P5A1 10/07/2025 1:4,8.2551,5.9123,0.3205,n.a.,1.4255,n.a.,9/25/2026,P5,A,1,10/07/2025,1:4
P5B1 10/07/2025 1:4,7.1763,5.4801,0.1778,n.a.,1.469,n.a.,8/15/2026,P5,B,1,10/07/2025,1:4
P5B1 10/07/2025 1:4,7.2622,5.2371,0.1566,n.a.,1.4004,n.a.,9/18/2026,P5,B,1,10/07/2025,1:4
P1B1 10/14/2025 1:4,9.1107,6.996,0.1923,n.a.,3.0258,n.a.,7/21/26,P1,B,1,10/14/2025,1:4
P1B1 10/14/2025 1:4,9.1107,6.996,0.1923,n.a.,3.0258,n.a.,8/6/26,P1,B,1,10/14/2025,1:4
P4A1 10/14/2025 1:4,13.2332,7.7106,0.2278,n.a.,2.3016,n.a.,9/22/2026,P4,A,1,10/14/2025,1:4
P4B1 10/14/2025 1:4,15.4853,8.1649,0.2365,n.a.,2.2547,n.a.,9/12/2026,P4,B,1,10/14/2025,1:4
P4B1 10/14/2025 1:4,12.8043,7.6425,0.2086,n.a.,2.1186,n.a.,9/30/2026,P4,B,1,10/14/2025,1:4
P5B1 10/14/2025 1:4,7.3829,5.5923,0.2345,n.a.,1.4499,0.021,8/27/2026,P5,B,1,10/14/2025,1:4
P5B1 10/14/2025 1:4,17.594,5.8106,0.2479,n.a.,1.4834,n.a.,9/4/2026,P5,B,1,10/14/2025,1:4
P5C1 10/14/2025 1:4,15.0263,5.8846,0.2908,n.a.,1.9978,n.a.,8/16/2026,P5,C,1,10/14/2025,1:4
P5C1 10/14/2025 1:4,15.1292,5.9418,0.2926,n.a.,2.015,n.a.,8/22/2026,P5,C,1,10/14/2025,1:4
P4A1 10/14/2026 1:4,6.1638,7.8675,0.2377,n.a.,2.3363,n.a.,8/31/2026,P4,A,1,10/14/2026,1:4
P1C1 10/28/2025 1:4,5.5427,6.4043,0.1261,0.0435,1.8814,n.a.,7/21/26,P1,C,1,10/28/2025,1:4
P1C1 10/28/2025 1:4,5.5427,6.4043,0.1261,0.0435,1.8814,n.a.,8/6/26,P1,C,1,10/28/2025,1:4
P1A1 11/04/2025 1:4,7.7661,6.9977,0.2166,n.a.,2.7771,n.a.,7/21/26,P1,A,1,11/04/2025,1:4
P1A1 11/04/2025 1:4,7.7661,6.9977,0.2166,n.a.,2.7771,n.a.,8/6/26,P1,A,1,11/04/2025,1:4
P4A1 11/04/2025 1:4,11.6395,7.885,0.2472,n.a.,2.1605,n.a.,9/16/2026,P4,A,1,11/04/2025,1:4
P4A1 11/04/2025 1:4,13.568,7.8096,0.2431,n.a.,2.1408,n.a.,9/29/2026,P4,A,1,11/04/2025,1:4
P4B1 11/04/2025 1:4,14.133,8.1651,0.3034,n.a.,2.2329,n.a.,9/3/2026,P4,B,1,11/04/2025,1:4
P4B1 11/04/2025 1:4,15.1431,8.0687,0.2981,n.a.,2.2097,n.a.,9/19/2026,P4,B,1,11/04/2025,1:4
P5B1 11/04/2025 1:4,7.6478,5.7412,0.1332,n.a.,1.228,n.a.,8/24/2026,P5,B,1,11/04/2025,1:4
P5B1 11/04/2025 1:4,6.8953,5.6167,0.1249,n.a.,1.2048,n.a.,9/8/2026,P5,B,1,11/04/2025,1:4
P5C1 11/04/2025 1:4,7.713,6.3468,0.1246,n.a.,1.9746,n.a.,8/23/2026,P5,C,1,11/04/2025,1:4
P5C1 11/04/2025 1:4,7.7049,6.3404,0.1232,n.a.,1.9722,n.a.,9/26/2026,P5,C,1,11/04/2025,1:4
P1C1 11/11/2025 1:4,6.0763,6.3703,0.1261,n.a.,1.836,n.a.,7/31/2026,P1,C,1,11/11/2025,1:4
P4A1 11/11/2025 1:4,12.7115,8.1903,0.24,n.a.,2.1944,n.a.,9/15/2026,P4,A,1,11/11/2025,1:4
P4B1 11/11/2025 1:4,13.182,8.4794,0.2446,n.a.,2.2537,n.a.,9/24/2026,P4,B,1,11/11/2025,1:4
P5B1 11/11/2025 1:4,7.4385,5.6466,0.082,n.a.,1.1837,n.a.,8/19/2026,P5,B,1,11/11/2025,1:4
P5C1 11/11/2025 1:4,7.7464,6.2564,0.1219,n.a.,1.8619,n.a.,8/17/2026,P5,C,1,11/11/2025,1:4
P1C1 11/18/2025 1:4,12.2044,5.3365,0.4289,n.a.,1.5761,n.a.,7/21/26,P1,C,1,11/18/2025,1:4
P1C1 11/18/2025 1:4,12.2044,5.3365,0.4289,n.a.,1.5761,n.a.,8/6/26,P1,C,1,11/18/2025,1:4
